"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammoniacal Nitrogen as N_mg/l","Temperature of Water_cel","Oxygen, Dissolved, % Saturation_%","Orthophosphate, reactive as P_mg/l","Nitrate as N_mg/l","Ammonia un-ionised as N_mg/l","pH_phunits","Oxygen, Dissolved as O2_mg/l","BOD : 5 Day ATU_mg/l","Nitrite as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"90",822,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","GINGE BROOK",36117,1,"SU",49992,93961,"SU4999293961","GB106039023660",52,2.9,13.7,1,3.4,33.33,7,23,40,30,268,NA,NA,NA,"1995-01-01","1990-04-09","2015-11-05",27,FALSE,1,9936,"GINGE BROOK","SU4999293961",364998,1,"",2003-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369725,"2004-01-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,115,4.79,25,127,5.08,NA,NA,NA,NA,NA,NA,NA,16,72,4.5,1.13,1.13,100,5.77,8.21,70.28,22,151,6.86,NA,NA,NA,NA,3,0,21,41,51.22,25,126.4,5.06,"No",2003,9,"79BDC9C1-8C24-40BB-8BD1-8CA1F0082A28","TH-PTHR0029",0.032,16.4033333333333,103.366666666667,0.712,7.21,0.000933333333333333,8.21666666666667,10.1033333333333,1.23333333333333,0.0532666666666667,7.26333333333333,NA,NA,"79BDC9C1-8C24-40BB-8BD1-8CA1F0082A28",37,25,1,256,49,0,28,0,18,88,27,505,7,77
"91",825,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","FILCHAMPSTEAD BROOK",36121,1,"SP",44352,7369,"SP4435207369","GB106039030210",65,1.6,2.19,1,3.7,70,0,0,0,100,202,NA,NA,NA,"1995-01-01","1990-04-18","2014-10-03",20,FALSE,1,9969,"FILCHAMPSTEAD BROOK","SP4435207369",364181,1,"",2003-09-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",368920,"2004-01-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,105,5,22,93.7,4.26,2,7,3.5,5,5,5,17.5,16,77,4.81,NA,0.98,0,1.5,8.29,18.09,20,121,6.05,2,12,6,NA,7,0,4,40,10,22,97.2,4.42,"No",2003,9,"B6B26F66-50E5-48E2-9BE3-8912EAD0EEBC","TH-PTHR0026",0.032,19.71,82.1,0.186,NA,0.00072,7.775,7.485,1,NA,3.655,5.05,NA,"B6B26F66-50E5-48E2-9BE3-8912EAD0EEBC",18,207,0,3,10,4,13,0,87,82,25,433,5,23
"92",827,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","FOUDRY BROOK",36126,1,"SU",70171,68748,"SU7017168748","GB106039017380",40,0.4,19.77,1,4,21.67,0,72,18,10,145,NA,NA,NA,"1995-01-01","1990-03-06","2014-10-20",29,FALSE,1,9990,"FOUDRY BROOK","SU7017168748",365278,1,"",2003-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370763,"2004-02-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,126,5.25,25,124.9,5,NA,NA,NA,NA,NA,NA,NA,16,73,4.56,0.5,0.5,100,3.51,9.36,37.5,23,153,6.65,NA,NA,NA,NA,2,0,15,44,34.09,25,126.4,5.06,"No",2003,9,"94505714-4AEC-4842-A1E9-E8C654EABE18","TH-PKER0019",0.0443333333333333,17.8333333333333,95.8333333333333,1.44066666666667,8.25,0.0013,7.96666666666667,9.10666666666667,1.36666666666667,0.0256,8.27666666666667,9.06666666666667,1.55866666666667,"94505714-4AEC-4842-A1E9-E8C654EABE18",21,43,1,78,29,17,20,0,64,30,25,314,8,49
"93",836,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","ENBORNE",36147,1,"SU",52055,63875,"SU5205563875","GB106039017261",70,1.5,17,2,8.2,19.33,2,50,40,8,131,NA,NA,NA,"1995-01-01","1995-03-27","2015-09-24",15,FALSE,1,10103,"ENBORNE","SU5205563875",367621,1,"",2003-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",361284,"2003-10-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,126,6,21,117.2,5.58,NA,NA,NA,NA,NA,NA,NA,14,63,4.5,NA,NA,NA,7.02,11.64,60.31,19,138,7.26,NA,NA,NA,NA,4,0,22,43,51.16,21,121.4,5.78,"No",2003,9,"A2F975B2-660C-486C-9E66-4C3F4D79199C","TH-PKER0017",0.0365,14.73,87.15,0.6505,5,0.00077,7.97,8.83,1.3,0.017,5.015,11.45,0.7445,"A2F975B2-660C-486C-9E66-4C3F4D79199C",135,54,0,38,19,0,40,31,123,172,21,615,9,90
"94",840,"THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","DIKLER",36156,1,"SP",17366,27494,"SP1736627494","GB106039037470",155,3.9,0.83,2,6.1,48,8,39,48,5,188,NA,NA,NA,"1995-01-01","1990-12-06","2012-11-30",30,FALSE,1,10149,"DIKLER","SP1736627494",364240,1,"",2003-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",368940,"2004-01-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,141,5.42,32,175.4,5.48,25,39,1.56,5,5,5,7.8,23,113,4.91,17.14,21.17,80.96,11.02,15.19,72.55,26,192,7.38,29,221,7.62,37,58,63.79,35,63,55.56,32,172.8,5.4,"No",2003,9,"CE4DB28E-FE08-4646-8B9C-1610D2498736","TH-PWRR0004",0.03,14.03,105.2,0.332,8.075,0.00063,7.925,10.8,4.55,0.03595,8.11,NA,NA,"CE4DB28E-FE08-4646-8B9C-1610D2498736",80,344,38,137,140,0,131,13,941,85,44,1913,14,284
"95",865,"THAMES - WEST","THAMES","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","COLE",36214,1,"SU",23267,93541,"SU2326793541","GB106039023730",78,0.9,21.1,3,6.2,53.33,7,22,30,41,227,NA,NA,NA,"1995-01-01","1989-09-22","2022-11-30",34,FALSE,1,10781,"COLE","SU2326793541",374374,1,"",2003-11-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",368477,"2004-01-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,122,5.3,24,118.3,4.93,NA,NA,NA,NA,NA,NA,NA,17,83,4.88,NA,NA,NA,2,7.34,27.25,22,148,6.73,NA,NA,NA,NA,4,0,9,38,23.68,24,121.4,5.06,"No",2003,11,"C0DE8D1A-F0AD-4E45-992C-E6E467CBABC3","TH-PUTR0025",0.0436666666666667,18.0133333333333,85.6333333333333,0.487,2.69,0.000956666666666667,7.79333333333333,8.07666666666667,1.93333333333333,0.0407666666666667,2.73333333333333,9.03333333333333,NA,"C0DE8D1A-F0AD-4E45-992C-E6E467CBABC3",172,4,0,8,13,7,12,0,33,39,25,291,7,25
"96",868,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",36222,1,"SP",1908,7912,"SP0190807912","GB106039029810",130,3.8,14.47,2,4.2,13.33,10,37,17,37,155,NA,NA,NA,"1995-01-01","1989-10-17","2020-10-20",48,FALSE,1,10817,"CHURN","SP0190807912",390607,1,"",2003-11-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",386931,"2004-03-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,138,5.52,27,146,5.41,NA,NA,NA,NA,NA,NA,NA,18,79,4.39,1.26,1.26,100,5.5,10.61,51.84,23,156,6.78,NA,NA,NA,NA,4,0,19,46,41.3,27,144.2,5.34,"No",2003,11,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60","TH-PUTR0014",0.03,19.13,110.2,0.035,6.32,0.00108,8.24,10.17,1.55,0.01885,6.34,19.45,NA,"D999E3EF-60EA-4038-9ADA-7D599EDE8A60",258,787,2,64,51,4,107,0,65,465,28,1805,10,158
"97",869,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","CLAYHILL BROOK",36227,1,"SU",65671,68340,"SU6567168340","GB106039023120",61,8,1.46,1,1.3,13.33,15,43,17,25,72.4,NA,NA,NA,"1995-01-01","1990-04-05","2015-09-09",24,FALSE,1,10845,"CLAYHILL BROOK","SU6567168340",373751,1,"",2003-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",367621,"2004-01-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,38,4.22,10,45.7,4.57,NA,NA,NA,NA,NA,NA,NA,6,25,4.17,0.63,1.12,56.25,0.5,3.15,15.87,8,53,6.63,NA,NA,NA,NA,3,0,4,18,22.22,10,48.3,4.83,"No",2003,9,"701627DE-CF9A-4E4E-A1C1-7B1873B07A42","TH-PKER0098",0.049,15.82,96,0.07,1.001,0.001175,7.92,9.485,1.75,0.0187,1.02,8.75,0.1055,"701627DE-CF9A-4E4E-A1C1-7B1873B07A42",29,67,0,0,2,1,0,0,109,25,10,233,1,2
"98",874,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHOLSEY BROOK",36239,1,"SU",58596,86767,"SU5859686767","GB106039023570",46,0.5,3.8,1,3.6,30.33,12,17,7,65,252,NA,NA,NA,"1995-01-01","1990-04-09","2015-10-26",23,FALSE,1,10912,"CHOLSEY BROOK","SU5859686767",375506,1,"",2003-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",369862,"2004-02-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,116,5.04,25,120.7,4.83,NA,NA,NA,NA,NA,NA,NA,16,74,4.63,0.63,1,63,3.26,7.16,45.53,21,146,6.95,NA,NA,NA,NA,4,0,19,45,42.22,25,128.2,5.13,"No",2003,10,"5CB9354E-CD3E-4704-8DBA-38961F08F444","TH-PTHR0015",0.0383333333333333,13.2233333333333,95.6,0.0333333333333333,9.53,0.000696666666666667,7.98333333333333,10.0033333333333,1.03333333333333,0.0241333333333333,9.55333333333333,NA,NA,"5CB9354E-CD3E-4704-8DBA-38961F08F444",530,356,7,16,35,0,1,0,52,32,28,1045,7,36
"99",907,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BARTLEY MILL STREAM",41964,2,"TQ",62980,34680,"TQ6298034680","GB106040018240",65,9.4,3.5,1,3.7,16.67,47,40,0,13,76.3,NA,NA,NA,"1995-01-01","1990-04-05","2021-10-26",32,FALSE,1,11239,"BARTLEY MILL STREAM","TQ6298034680",376086,1,"",2003-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370530,"2004-01-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,155,5.96,26,166.8,6.42,NA,NA,NA,NA,NA,NA,NA,18,96,5.33,1.63,1.63,100,14,17.88,78.3,24,174,7.25,NA,NA,NA,NA,2,0,33,51,64.71,26,159.1,6.12,"No",2003,10,"3AD8881A-ED94-4664-8C6B-6A56CCB8291C","SO-E0000701",0.0935,16.94,75.05,3.2,1.526,0.00096,7.61,7.305,1.25,0.0765,1.6,NA,NA,"3AD8881A-ED94-4664-8C6B-6A56CCB8291C",10,45,10,35,67,0,85,10,40,60,26,362,12,162
"100",925,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SOMERHILL STREAM",42096,2,"TQ",60690,46180,"TQ6069046180","GB106040018410",25,4.4,7.8,1,3.7,46.67,18,57,2,23,90.3,NA,NA,NA,"1995-01-01","1992-10-21","2017-03-30",31,FALSE,1,11458,"SOMERHILL STREAM","TQ6069046180",367480,1,"",2003-09-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",361157,"2003-11-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,86,4.3,21,80.8,3.85,NA,NA,NA,NA,NA,NA,NA,13,51,3.92,NA,NA,NA,1.76,6.64,26.51,18,112,6.22,NA,NA,NA,NA,4,0,7,35,20,21,86.5,4.12,"No",2003,9,"8D50C01B-B8F2-4D27-8680-70748D541716","SO-E0000768",0.046,17.74,89.0666666666667,3.68,14.2666666666667,0.000353333333333333,7.38,8.47333333333333,2.96666666666667,0.0420666666666667,14.3,NA,NA,"8D50C01B-B8F2-4D27-8680-70748D541716",174,90,21,19,2,2,3,0,51,27,23,392,2,5
"101",927,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE",42106,2,"TQ",61727,52052,"TQ6172752052","GB106040018210",40,4.5,12.3,2,3.2,20,2,66,10,22,263.1,NA,NA,NA,"1995-01-01","1995-04-21","2014-09-05",28,FALSE,1,11479,"BOURNE","TQ6172752052",368324,1,"",2003-09-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",361970,"2003-11-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,133,5.78,28,150.5,5.38,NA,NA,NA,NA,NA,NA,NA,17,81,4.76,1.76,2.25,78.22,6.77,9.44,71.72,22,156,7.09,NA,NA,NA,NA,5,0,23,43,53.49,28,154.6,5.52,"No",2003,9,"8DC2F038-E8EC-4BFB-9543-0CC787E3684C","SO-E0000753",0.03,13.63,89.45,0.045,7.265,0.000715,8.02,NA,1.25,0.0137,7.28,21.65,NA,"8DC2F038-E8EC-4BFB-9543-0CC787E3684C",1502,4551,1,32,46,4,121,0,352,14,30,6627,11,167
"102",951,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2021-09-02",79,TRUE,1,11805,"EDEN (KENT)","TQ5206443767",379792,1,"",2003-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",374650,"2003-09-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,143,5.3,30,151,5.03,34,78,2.29,5,5,5,11.47,23,120,5.22,27.88,38.88,71.71,14.49,21.04,68.87,26,178,6.85,40,299,7.48,58,112,51.79,35,71,49.3,30,154.6,5.15,"No",2003,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",0.055,20.4033333333333,74.9366666666667,1.02333333333333,2.89,0.000796666666666667,7.51666666666667,6.75333333333333,1.93333333333333,0.0391666666666667,2.92666666666667,11.6666666666667,1.18333333333333,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",565,88,24,513,1708,93,877,0,16645,1215,64,22092,18,2585
"103",959,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",42225,2,"TQ",70740,37130,"TQ7074037130","GB106040018260",35,1.9,23.2,4,7.5,166.67,5,7,3,85,52.2,NA,NA,NA,"1995-01-01","1999-04-09","2006-05-30",12,FALSE,1,11943,"TEISE","TQ7074037130",393038,1,"",2003-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",389865,"2005-03-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,87,5.44,16,76,4.75,NA,NA,NA,NA,NA,NA,NA,10,44,4.4,NA,NA,NA,2,3.5,57.14,14,93,6.64,NA,NA,NA,NA,3,0,10,25,40,16,79,4.94,"No",2003,10,"A53307D3-ACC7-4CF0-B967-38A3C3177457","SO-E0000638",0.03,17.57,77,0.025,0.636,0.000445,7.65,7.34,1.1,0.01005,0.645,NA,NA,"A53307D3-ACC7-4CF0-B967-38A3C3177457",23,1,0,1,13,5,11,0,100,4,22,308,7,24
"104",962,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42245,2,"TQ",39860,49700,"TQ3986049700","GB106040018630",70,6.4,7.4,4,4.2,16.67,8,82,0,10,139.9,NA,NA,NA,"1995-01-01","1993-11-23","2014-09-01",23,FALSE,1,11964,"EDEN (KENT)","TQ3986049700",366941,1,"",2003-09-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",360536,"2003-11-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,62,3.88,16,57.3,3.58,NA,NA,NA,NA,NA,NA,NA,9,37,4.11,1,1,100,3,5.68,52.82,14,93,6.64,NA,NA,NA,NA,4,0,11,31,35.48,16,67.1,4.19,"No",2003,9,"A547F29F-E3E4-434A-875D-10CC2D83D48B","SO-E0000818",0.446,18.23,57.2666666666667,3.14,10.6866666666667,0.00492666666666667,7.49666666666667,5.38333333333333,4.4,0.34,11.0066666666667,NA,NA,"A547F29F-E3E4-434A-875D-10CC2D83D48B",335,540,9,2,2,0,5,0,180,35,16,1108,3,7
"105",973,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","ULCOMBE STREAM",42353,2,"TQ",81500,45130,"TQ8150045130","GB106040018330",20,0.6,6.1,1,1.4,25,8,23,3,65,184.5,NA,NA,NA,"1995-01-01","1990-03-06","2016-10-05",29,FALSE,1,12054,"ULCOMBE STREAM","TQ8150045130",367242,1,"",2003-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",360865,"2003-11-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,56,3.5,16,55.5,3.47,NA,NA,NA,NA,NA,NA,NA,11,43,3.91,0.63,0.63,100,2.5,6.89,36.28,14,86,6.14,NA,NA,NA,NA,4,0,7,34,20.59,16,60.4,3.78,"No",2003,10,"72B65FD8-5CE8-4597-BA06-4965FDEB1A57","SO-E0000568",0.1075,15.635,72.3,0.663,7.06,0.00111,7.575,7.175,1.85,0.0689,7.13,NA,NA,"72B65FD8-5CE8-4597-BA06-4965FDEB1A57",256,95,0,17,0,0,10,0,101,92,20,589,1,10
"106",974,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","BOUGH BEECH STREAM",42355,2,"TQ",49400,46760,"TQ4940046760","GB106040018160",40,2,5.4,1,1.2,10,20,60,0,20,104.1,NA,NA,NA,"1995-01-01","1990-04-03","2011-09-14",37,FALSE,1,12067,"BOUGH BEECH STREAM","TQ4940046760",368642,1,"",2003-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Historic Unknown Monitoring",362407,"2003-12-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,74,4.35,18,68.7,3.82,NA,NA,NA,NA,NA,NA,NA,12,46,3.83,0.5,0.5,100,1.25,4.42,28.28,16,99,6.19,NA,NA,NA,NA,3,0,6,27,22.22,18,73.2,4.07,"No",2003,9,"91037788-784E-4222-9E3B-1135A4632F92","SO-E0000827",1.111,18.8333333333333,73.7333333333333,0.592666666666667,1.88333333333333,0.0160833333333333,7.5,6.85,2.26666666666667,0.0394333333333333,1.92,NA,NA,"91037788-784E-4222-9E3B-1135A4632F92",79,13,2,0,5,7,1,0,153,51,19,314,3,6
"107",979,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","HAMMER ST.TRIB.(CLAYBR.ST.)",42370,2,"TQ",83630,40080,"TQ8363040080","GB106040018290",25,2.1,2.6,1,1.8,6,5,45,0,50,131.2,NA,NA,NA,"1995-01-01","1990-03-22","2015-10-07",28,FALSE,1,12129,"HAMMER ST.TRIB.(CLAYBR.ST.)","TQ8363040080",503661,1,"",2003-11-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",499001,"2005-07-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,76,4.75,18,89.6,4.98,8,12,1.5,3,3,3,4.5,14,57,4.07,3.13,6.07,51.57,3.74,5.67,65.96,14,90,6.43,12,83,6.92,3,20,15,8,28,28.57,18,91,5.06,"No",2003,11,"CD53F6F8-CE6F-43BD-885D-799FAD3DB425","SO-E0000582",0.0513333333333333,17.0166666666667,76.9333333333333,0.509333333333333,6.77,0.000803333333333333,7.66666666666667,7.37,1.73333333333333,0.0291333333333333,6.8,NA,NA,"CD53F6F8-CE6F-43BD-885D-799FAD3DB425",4,10,0,0,32,0,2,1,13,31,22,106,5,35
"108",984,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN VALE STREAM",42384,2,"TQ",39185,41845,"TQ3918541845","GB106040018660",60,3.9,4.8,1,2.5,20,10,37,0,53,79.9,NA,NA,NA,"1995-01-01","1990-03-29","2009-09-15",25,FALSE,1,12182,"EDEN VALE STREAM","TQ3918541845",368296,1,"",2003-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",361923,"2003-11-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,112,5.33,23,120.6,5.24,NA,NA,NA,NA,NA,NA,NA,16,78,4.88,0.63,0.63,100,6.28,9.68,64.88,19,132,6.95,NA,NA,NA,NA,4,0,18,39,46.15,23,122.3,5.32,"No",2003,9,"E40AC16A-1EE9-4C82-9B07-6D9D2772E93D","SO-E0000873",0.0545,16.955,67.75,3.555,8.86,0.000405,7.38,6.54,1.1,0.02405,8.88,NA,NA,"E40AC16A-1EE9-4C82-9B07-6D9D2772E93D",147,79,0,221,85,7,11,0,424,192,24,1167,8,96
