"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Nitrogen, Total Oxidised as N_mg/l","Nitrate as N_mg/l","BOD : 5 Day ATU_mg/l","Nitrite as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Oxygen, Dissolved as O2_mg/l","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"95",1191,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN TRIB.",43845,2,"TQ",82380,53780,"TQ8238053780","GB106040018430",50,19.5,1.1,1,3.2,13.33,8,48,28,15,221.7,NA,NA,NA,"1995-01-01","1990-03-06","2013-10-14",33,FALSE,1,14464,"LEN TRIB.","TQ8238053780",387249,1,"",2004-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",382691,"2004-11-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,70,4.38,17,76.9,4.52,NA,NA,NA,NA,NA,NA,NA,11,52,4.73,1,1.37,72.99,6.28,8.75,71.77,14,102,7.29,NA,NA,NA,NA,4,0,18,39,46.15,17,79.1,4.65,"No",2004,9,"79D6A22E-5103-4F34-8625-749E2E8D6CE9","SO-E0000504",10.215,10.2,1.3,0.0264,0.00095,108.35,1.054,17.52,10.325,0.03,8.115,NA,NA,"79D6A22E-5103-4F34-8625-749E2E8D6CE9",158,3200,11,91,303,0,175,0,96,96,19,4130,3,478
"96",1193,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","WATERINGBURY STREAM",43886,2,"TQ",69000,53170,"TQ6900053170","GB106040018190",15,14.6,5,1,1.3,13.33,20,60,7,13,264.4,NA,NA,NA,"1995-01-01","1989-11-22","2014-09-04",31,FALSE,1,14479,"WATERINGBURY STREAM","TQ6900053170",385432,1,"",2004-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",380902,"2004-10-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,81,4.5,20,94.1,4.71,NA,NA,NA,NA,NA,NA,NA,14,66,4.71,1.13,1.13,100,6.51,10.38,62.72,17,117,6.88,1,5,5,NA,7,0,16,38,42.11,20,95.1,4.76,"No",2004,9,"E3954713-0BBD-4F5D-B830-FCB40157A61C","SO-E0000523",7.14666666666667,7.07333333333333,1.76666666666667,0.0702,0.000813333333333333,110.1,0.0486666666666667,17.0833333333333,10.72,0.0593333333333333,7.56,NA,NA,"E3954713-0BBD-4F5D-B830-FCB40157A61C",107,32,2,71,43,0,40,0,66,306,20,667,5,83
"97",1205,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","SUTTON VALENCE STREAM",43998,2,"TQ",80000,46490,"TQ8000046490","GB106040018040",20,0.8,4.7,1,2.5,36.67,2,23,0,75,218.8,NA,NA,NA,"1995-01-01","1990-03-06","2014-09-10",22,FALSE,1,14567,"SUTTON VALENCE STREAM","TQ8000046490",388836,1,"",2004-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",384580,"2004-12-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,101,4.81,21,84.1,4,NA,NA,NA,NA,NA,NA,NA,13,55,4.23,NA,NA,NA,1.25,6.36,19.65,19,117,6.16,NA,NA,NA,NA,3,0,6,37,16.22,21,90.8,4.32,"No",2004,10,"3FC7259D-3B44-44DF-9333-2D0B655F5B79","SO-E0000476",5.6,5.565,1.05,0.036,0.000825,74.25,0.366,17.78,NA,0.05,7.645,NA,NA,"3FC7259D-3B44-44DF-9333-2D0B655F5B79",75,6,0,70,4,6,40,0,200,81,23,515,5,44
"98",1211,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","BEULT TRIB.",44099,2,"TQ",91920,40440,"TQ9192040440","GB106040018280",30,1.7,0.7,1,0.9,12.33,0,5,0,95,152.2,NA,NA,NA,"1995-01-01","1990-03-22","2014-09-05",31,FALSE,1,14618,"BEULT TRIB.","TQ9192040440",390692,1,"",2004-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",387019,"2004-12-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,44,4,11,44.5,4.05,NA,NA,NA,NA,NA,NA,NA,7,32,4.57,NA,NA,NA,1.75,5.6,31.25,9,59,6.56,NA,NA,NA,NA,4,0,8,25,32,11,48.5,4.41,"No",2004,10,"B4B6F5C8-93A7-4A53-9632-FEEEF0F73E93","SO-E0000622",13,12.9533333333333,1.16666666666667,0.0663666666666667,0.001,83.35,0.715,16.5766666666667,8.12,0.067,7.67666666666667,NA,0.848,"B4B6F5C8-93A7-4A53-9632-FEEEF0F73E93",304,9030,1,21,2,0,0,0,200,800,11,10358,1,2
"99",1221,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",44236,2,"TQ",75900,55500,"TQ7590055500","GB106040018440",10,0.2,16.7,3,3,43.33,60,30,0,10,218.4,NA,NA,NA,"1995-01-01","1995-04-24","2007-11-01",12,FALSE,1,14757,"LEN","TQ7590055500",389995,1,"",2004-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",386162,"2005-01-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,45,3.75,12,44.3,3.69,NA,NA,NA,NA,NA,NA,NA,7,34,4.86,NA,NA,NA,0.75,4.39,17.08,10,61,6.1,NA,NA,NA,NA,3,0,5,24,20.83,12,48.1,4.01,"No",2004,9,"9F3A66BE-0F8B-42EB-84E4-DC9A60E240C1","SO-E0000478",3.135,3.02,4.1,0.115,0.010145,100.8,0.3465,20.32,9.08,0.263,8.095,21.2,NA,"9F3A66BE-0F8B-42EB-84E4-DC9A60E240C1",78,45,0,0,5,0,2,0,50,31,12,212,2,7
"100",1227,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",44286,2,"TQ",71233,38453,"TQ7123338453","GB106040018260",30,1.8,24.8,4,5.3,40,43,43,5,8,53.5,NA,NA,NA,"1995-01-01","1981-06-18","2021-10-19",47,FALSE,1,14828,"TEISE","TQ7123338453",387307,1,"",2004-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Historic Unknown Monitoring",382752,"2004-11-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,88,5.18,18,108.8,6.04,NA,NA,NA,NA,NA,NA,NA,11,56,5.09,1.26,1.26,100,10.8,11.54,93.59,15,114,7.6,NA,NA,NA,NA,4,0,23,36,63.89,18,103.4,5.74,"No",2004,10,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90","SO-E0000637",2.44,2.41666666666667,1.43333333333333,0.0205333333333333,0.000673333333333333,97.075,0.076,16.3175,9.39,0.0416666666666667,7.7275,7.96666666666667,NA,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90",112,1,0,130,287,0,99,0,177,101,21,908,6,386
"101",1228,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE TRIB.(KILNDOWN)",44290,2,"TQ",71228,36658,"TQ7122836658","GB106040018510",35,3.8,6.4,1,1.6,16.67,40,48,0,12,60.3,NA,NA,NA,"1995-01-01","1990-03-06","2015-10-08",40,FALSE,1,14855,"TEISE TRIB.(KILNDOWN)","TQ7122836658",392375,1,"",2004-10-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",389120,"2005-03-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,117,5.32,25,133.5,5.34,NA,NA,NA,NA,NA,NA,NA,18,81,4.5,0.63,1,63,9.01,11.93,75.52,20,142,7.1,NA,NA,NA,NA,4,0,23,47,48.94,25,133.5,5.34,"No",2004,10,"CFDD6E26-17AB-48B5-9573-8C68A34795E1","SO-E0000677",2.34333333333333,2.23666666666667,1.4,0.108066666666667,0.00261333333333333,76.9666666666667,0.413333333333333,15.1233333333333,7.75666666666667,0.252333333333333,7.61666666666667,NA,NA,"CFDD6E26-17AB-48B5-9573-8C68A34795E1",300,121,0,282,75,0,103,0,21,315,30,1217,8,178
"102",1232,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","PIPPINGFORD BROOK",44303,2,"TQ",47800,34360,"TQ4780034360","GB106040018360",55,3.7,11.5,1,3,51.67,5,15,20,60,23.6,NA,NA,NA,"1995-01-01","1990-11-02","2014-10-29",24,FALSE,1,14905,"PIPPINGFORD BROOK","TQ4780034360",505299,1,"",2004-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Historic Unknown Monitoring",500898,"2005-08-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,82,6.31,17,101.5,5.97,7,14,2,5,3,5,10,12,56,4.67,2.5,4.58,54.59,1.49,5.37,27.75,12,76,6.33,8,61,7.63,5,15,33.33,6,27,22.22,17,104.8,6.16,"No",2004,9,"F0C493E4-698D-4822-9536-96DFD7F86FCF","SO-E0000970",0.37,0.364666666666667,1,0.00533333333333333,0.000463333333333333,85.1,0.0363333333333333,15.3466666666667,8.5,0.038,7.64,NA,NA,"F0C493E4-698D-4822-9536-96DFD7F86FCF",250,3,0,1,46,0,30,26,243,135,18,754,7,102
"103",1233,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","PIPPINGFORD BROOK TRIB.",44304,2,"TQ",49940,33440,"TQ4994033440","GB106040018370",65,6.5,5,1,2.8,13.33,23,60,2,15,30,NA,NA,NA,"1995-01-01","1989-10-31","2007-09-06",26,FALSE,1,14916,"PIPPINGFORD BROOK TRIB.","TQ4994033440",387461,1,"",2004-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",382913,"2004-11-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,102,5.67,21,122.5,5.83,14,20,1.43,5,5,5,7.14,18,89,4.94,10.39,12.22,85.02,6.75,8.69,77.68,16,118,7.38,16,126,7.88,21,32,65.63,18,35,51.43,21,121.7,5.8,"No",2004,9,"154D3C21-B814-4DAD-B771-7FBE8CDD4F2C","SO-E0000978",5.89333333333333,5.86,1.4,0.0321333333333333,0.000506666666666667,93.2,0.964666666666667,14.7666666666667,9.42666666666667,0.0623333333333333,7.44666666666667,NA,NA,"154D3C21-B814-4DAD-B771-7FBE8CDD4F2C",253,178,1,18,31,0,1,62,77,28,26,649,8,94
"104",1235,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY TRIB.",44306,2,"TQ",52010,40690,"TQ5201040690","GB106040018181",25,37.5,0.5,1,0.3,7.67,3,80,0,17,84.4,NA,NA,NA,"1995-01-01","1990-03-05","2007-10-08",25,FALSE,1,14931,"MEDWAY TRIB.","TQ5201040690",384670,1,"",2004-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",380093,"2004-10-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,45,3.75,16,69.1,4.32,NA,NA,NA,NA,NA,NA,NA,11,46,4.18,2.76,4.48,61.61,4.75,9.39,50.59,10,66,6.6,NA,NA,NA,NA,NA,NA,13,32,40.63,16,67.9,4.24,"No",2004,9,"B1B5E0BB-9E13-492E-A457-191EB5368C14","SO-E0000919",21.8333333333333,21.3,3.33333333333333,0.524666666666667,0.02354,73.4333333333333,4.84666666666667,15.3666666666667,7.37,3.78633333333333,7.37,NA,NA,"B1B5E0BB-9E13-492E-A457-191EB5368C14",0,185,0,25,0,0,105,0,1011,62,19,1420,1,105
"105",1245,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",44329,2,"TQ",47950,36370,"TQ4795036370","GB106040018070",45,1.6,19.4,3,3.2,18.33,2,87,0,12,58.8,NA,NA,NA,"1995-01-01","1976-11-23","2014-10-06",36,FALSE,1,15026,"MEDWAY","TQ4795036370",386210,1,"",2004-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",381555,"2004-11-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,121,5.5,24,141.8,5.91,NA,NA,NA,NA,NA,NA,NA,17,93,5.47,1.63,1.63,100,11.05,15.18,72.79,20,153,7.65,NA,NA,NA,NA,4,0,30,51,58.82,24,141,5.88,"No",2004,9,"DE423D6C-B967-4DDD-B8D2-D146B8310A96","SO-E0000415",3.66,3.61,2.7,0.0536,0.00032,79.9,0.988,14.6,8.11,0.124,7,NA,NA,"DE423D6C-B967-4DDD-B8D2-D146B8310A96",201,780,1,360,267,20,116,2,380,175,27,2302,9,385
"106",1893,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","ODNEY WEIR STREAM",82437,1,"SU",90150,85330,"SU9015085330","GB106039023231",27,0.3,186.48,8,8.5,15.7,0,72,24,4,217,NA,NA,NA,"2012-10-04","2002-05-31","2022-10-17",38,FALSE,1,20359,"ODNEY WEIR STREAM","SU9015085330",385320,1,"",2004-10-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",380792,"2004-10-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,155,5.34,33,170.5,5.17,NA,NA,NA,NA,NA,NA,NA,23,110,4.78,1.76,1.76,100,8.24,15.8,52.15,29,198,6.83,NA,NA,NA,NA,3,0,24,60,40,33,171.5,5.2,"No",2004,10,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0082",6.23666666666667,6.20666666666667,1.2,0.0325666666666667,0.00173333333333333,106.266666666667,0.243333333333333,19.6933333333333,9.70666666666667,0.0446666666666667,8.17666666666667,4.06666666666667,NA,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",75,340,5,51,95,2,32,0,42,428,34,1111,9,127
