"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Nitrate as N_mg/l","Nitrite as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved as O2_mg/l","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","Oxygen, Dissolved, % Saturation_%","pH_phunits","Nitrogen, Total Oxidised as N_mg/l","Phosphorus, Total as P_mg/l","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"89",1237,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",44308,2,"TQ",46024,45955,"TQ4602445955","GB106040018160",35,0.8,21.2,4,5.3,48.33,3,30,20,47,114.8,NA,NA,NA,"1995-01-01","1981-06-17","2017-09-14",36,FALSE,1,14959,"EDEN (KENT)","TQ4602445955",705955,1,"",2014-11-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",688694,"2014-11-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,72,5.14,16,78.2,4.89,15,20,1.33,1,3,3,4,14,57,4.07,3.88,7.06,54.96,1.75,3.7,47.3,13,86,6.62,16,108,6.75,7,30,23.33,6,26,23.08,16,77,4.81,"No",2014,11,"2A0DD66C-0898-4718-8CA5-935571AF1C87","SO-E0000811",8.58,0.0235,0.00106,10.4,0.866,19.1,0.03,113,8.1,8.6,NA,NA,NA,"2A0DD66C-0898-4718-8CA5-935571AF1C87",50,12,0,10,11,0,48,0,36,11,30,180,8,59
"90",1245,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",44329,2,"TQ",47950,36370,"TQ4795036370","GB106040018070",45,1.6,19.4,3,3.2,18.33,2,87,0,12,58.8,NA,NA,NA,"1995-01-01","1976-11-23","2014-10-06",36,FALSE,1,15035,"MEDWAY","TQ4795036370",702565,1,"",2014-10-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",690310,"2014-12-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,113,5.95,19,115.3,6.07,12,15,1.25,3,5,5,6.25,14,92,6.57,13.64,14.99,90.99,10.28,12,85.67,17,141,8.29,18,150,8.33,29,38,76.32,28,37,75.68,19,112.4,5.92,"No",2014,10,"DE423D6C-B967-4DDD-B8D2-D146B8310A96","SO-E0000415",4.17,0.0518,0.00027,8.6,0.352,17,0.031,89.2,7.44,4.22,NA,NA,NA,"DE423D6C-B967-4DDD-B8D2-D146B8310A96",11,300,1,17,99,1,244,0,111,4,25,788,11,343
"91",1826,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RODING","RIVER: Natural/semi-natural flowing fresh watercourse","SOUTHALL SEWER",81379,1,"TQ",53214,81406,"TQ5321481406","GB106037028090",1,1.4,6.7,1,4.5,50,0,5,5,90,268,NA,NA,NA,"2015-01-07","2002-03-20","2021-05-13",17,FALSE,1,20081,"SOUTHALL SEWER","TQ5321481406",702216,1,"",2014-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",690611,"2014-09-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,88,4.19,23,86,3.74,28,51,1.82,5,3,5,9.11,16,60,3.75,1,14.22,7.03,1.5,9.33,16.08,20,114,5.7,29,165,5.69,1,64,1.56,5,47,10.64,23,91.2,3.97,"No",2014,9,"1608031E-5685-40A0-9709-420206CA5CB7","TH-PTNR0088",3.05,0.0226,0.00044,5.02,0.17,16,0.04,51,7.58,3.07,NA,NA,NA,"1608031E-5685-40A0-9709-420206CA5CB7",36,660,5,13,1,96,25,0,21,761,41,1628,2,26
"92",1893,"THAMES - SOUTH EAST","THAMES","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","ODNEY WEIR STREAM",82437,1,"SU",90150,85330,"SU9015085330","GB106039023231",27,0.3,186.48,8,8.5,15.7,0,72,24,4,217,NA,NA,NA,"2012-10-04","2002-05-31","2022-10-17",38,FALSE,1,20375,"ODNEY WEIR STREAM","SU9015085330",700917,1,"",2014-09-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",690616,"2014-12-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,146,5.62,28,154,5.5,29,70,2.41,12,5,12,28.97,20,96,4.8,13.51,22.45,60.18,7.24,14.77,49.02,26,178,6.85,37,269,7.27,28,78,35.9,16,49,32.65,28,151.2,5.4,"No",2014,9,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60","TH-PTHR0082",6.11,0.0449,0.00299,6.5,0.208,21.1,0.112,73.2,7.81,6.15,NA,5.7,1,"18F5286C-4A1D-4706-AA7B-4E5611BDAC60",8,153,5,87,95,10,44,0,20,603,42,1081,11,139
"93",2137,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",96881,1,"SU",7837,95983,"SU0783795983","GB106039029750",89,2,32,2,4.3,49.1,2,38,34,26,180,NA,NA,NA,"2012-10-04","2003-05-06","2014-09-17",22,FALSE,1,21167,"CHURN","SU0783795983",700533,1,"",2014-09-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",698837,"2014-09-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,92,5.75,19,107.6,5.66,14,23,1.64,3,3,3,4.93,15,83,5.53,9.26,10.98,84.34,5.75,7.47,76.97,15,111,7.4,18,135,7.5,17,30,56.67,17,28,60.71,19,108.9,5.73,"No",2014,9,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09","TH-PUTR0013",3.88,0.0065,0.00078,8.96,0.02,14.8,0.03,88.7,8.21,3.89,NA,NA,NA,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09",50,53,0,94,8,1,12,1,36,10,23,265,8,21
"94",2741,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","ERIDGE STREAM",153644,1,"TQ",55838,31986,"TQ5583831986","GB106040013370",70,6,7,2,2.8,10,10,70,12,8,64,NA,NA,NA,"2012-10-04","2013-05-01","2014-09-04",4,FALSE,1,22806,"ERIDGE STREAM","TQ5583831986",698804,2,"",2014-09-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",727544,"2014-10-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,76,5.43,14,76.8,5.49,6,7,1.17,1,3,3,3.5,14,63,4.5,5,5.98,83.61,3.98,5.93,67.12,12,88,7.33,8,62,7.75,8,16,50,11,23,47.83,14,78.5,5.61,"No",2014,9,"95EB2E8C-44D9-4418-BEC1-C935C228D0AC","SO-E0004843",0.612666666666667,0.004,0.000136666666666667,7.98,0.0596666666666667,13.2,0.0483333333333333,76.2,6.97,0.616666666666667,NA,NA,NA,"95EB2E8C-44D9-4418-BEC1-C935C228D0AC",30,50,3,5,1,0,5,17,67,2,18,182,3,23
"95",2760,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MANS BROOK",154041,1,"TQ",24749,40809,"TQ2474940809","GB106039017490",61,6,5,1,3.5,35,14,43,0,43,111,NA,NA,NA,"2012-10-04","2013-05-09","2014-10-28",4,FALSE,1,22867,"MANS BROOK","TQ2474940809",704507,1,"",2014-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",690900,"2014-12-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,75,4.41,17,69.9,4.11,13,22,1.69,5,3,5,8.46,12,48,4,1.75,6.89,25.4,0.51,4.15,12.29,15,91,6.07,15,94,6.27,3,29,10.34,5,28,17.86,17,70.5,4.15,"No",2014,10,"3475E3C5-735A-4FE7-9C1D-7B50151D0B30","TH-PMLR0313",0.6075,0.01765,0.00086,7.43,0.221,14.9,0.067,73.8,7.635,0.625,NA,NA,NA,"3475E3C5-735A-4FE7-9C1D-7B50151D0B30",27,55,0,2,8,2,0,0,57,80,23,233,4,8
"96",2790,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","ECCHINSWELL BROOK",154463,1,"SU",50808,63264,"SU5080863264","GB106039017250",75,2.2,5.4,3,2.7,30.5,5,50,5,40,150,NA,NA,NA,"2012-10-04","2011-05-31","2014-10-20",4,FALSE,1,22968,"ECCHINSWELL BROOK","SU5080863264",703680,1,"",2014-10-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",693207,"2014-10-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,110,6.47,17,107.1,6.3,16,34,2.13,5,5,5,10.63,12,73,6.08,10.13,12.33,82.16,4.28,6.7,63.88,15,113,7.53,19,145,7.63,20,36,55.56,20,32,62.5,17,108,6.35,"No",2014,10,"C1A34378-F067-404E-B97A-68A1AA42CB95","TH-PKER0013",5.33333333333333,0.00896666666666667,0.00075,8.50666666666667,0.0983333333333333,14.2666666666667,0.03,83.1333333333333,8.15666666666667,5.34333333333333,NA,12.9766666666667,NA,"C1A34378-F067-404E-B97A-68A1AA42CB95",30,70,0,38,23,0,123,15,20,22,22,344,11,161
"97",2792,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","LADY BROOK",154469,1,"SU",61140,91996,"SU6114091996","GB106039023670",45,1.8,4.67,1,2.1,17.5,1,8,74,17,150,NA,NA,NA,"2011-01-01","2011-03-10","2014-09-09",4,FALSE,1,22974,"LADY BROOK","SU6114091996",699460,1,"",2014-09-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",690777,"2014-12-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,95,5,20,99.1,4.96,15,25,1.67,3,3,3,5,15,81,5.4,4,9.87,40.53,2.75,6.37,43.17,17,119,7,19,135,7.11,9,30,30,14,32,43.75,20,101.9,5.1,"No",2014,9,"D0E45BDE-84EE-475E-9EA1-37CB5EA0B0AF","TH-PTHR0270",6,0.0239,0.00066,8.83,0.055,13.7,0.03,85.3,7.96,6.02,NA,NA,NA,"D0E45BDE-84EE-475E-9EA1-37CB5EA0B0AF",23,31,0,6,14,0,3,0,17,132,28,235,10,17
"98",2794,"THAMES - WEST","THAMES","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","EVENLODE",154472,1,"SP",21574,30738,"SP2157430738","GB106039037420",129,1.5,5.22,1,1.7,20,0,30,10,60,180,NA,NA,NA,"2011-01-01","2011-04-12","2014-09-15",4,FALSE,1,22984,"EVENLODE","SP2157430738",700084,1,"",2014-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",691841,"2014-12-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,114,5.7,21,117.6,5.6,16,21,1.31,3,5,5,6.56,17,97,5.71,8,13.02,61.44,4.27,9.59,44.53,18,131,7.28,24,182,7.58,21,48,43.75,20,39,51.28,21,119.9,5.71,"No",2014,9,"0CF13C04-EE94-44F4-990E-8664D5089361","TH-PEVR0078",5.815,0.0352,0.00102,8.91,0.1885,15.45,0.0365,89.05,8.215,5.85,NA,NA,NA,"0CF13C04-EE94-44F4-990E-8664D5089361",16,105,0,51,26,1,13,1,52,226,31,496,9,40
"99",2819,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","GATWICK STREAM",155025,1,"TQ",29096,36266,"TQ2909636266","GB106039017500",70,4,4.5,1,2.4,10,12,30,35,23,71,NA,NA,NA,"2010-01-01","2010-05-26","2014-10-07",4,FALSE,1,23064,"GATWICK STREAM","TQ2909636266",702738,1,"",2014-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",690899,"2014-12-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,100,5.88,19,99.8,5.25,11,18,1.64,3,3,3,4.91,14,69,4.93,3.5,6.45,54.26,1.01,4.17,24.22,15,100,6.67,15,108,7.2,6,25,24,7,24,29.17,19,100.5,5.29,"No",2014,10,"2653C6C2-C66B-4782-89BC-003BFDFD2B43","TH-PMLR0314",0.782,0.0079,0.00026,8.895,0.023,14.95,0.0385,88.15,7.39,0.79,NA,NA,NA,"2653C6C2-C66B-4782-89BC-003BFDFD2B43",15,20,0,0,12,1,5,4,10,129,23,197,10,21
"100",2826,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","BURGHCLERE BROOK",155234,1,"SU",49082,62835,"SU4908262835","GB106039017230",83,1.6,5.9,2,3.8,10.5,2,89,5,4,180,NA,NA,NA,"2013-02-01","2010-05-25","2014-09-25",4,FALSE,1,23097,"BURGHCLERE BROOK","SU4908262835",701388,2,"",2014-09-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",725051,"2014-09-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,152,6.08,26,163.3,6.28,25,44,1.76,5,7,7,12.32,23,125,5.43,21.89,24.71,88.59,11.76,14.66,80.22,25,188,7.52,32,243,7.59,41,66,62.12,34,49,69.39,26,163.8,6.3,"No",2014,9,"40E7237C-5107-4BFF-BA0F-D5E596511109","TH-PKER0116",5.04,0.01,0.00073,7.54,0.033,14,0.03,73.3,8.04,5.05,NA,NA,NA,"40E7237C-5107-4BFF-BA0F-D5E596511109",252,350,0,46,154,0,28,3,50,156,39,1043,14,185
"101",2827,"THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","STUTFIELD BROOK",155236,1,"SU",36205,92943,"SU3620592943","GB106039023340",66,1.2,6.2,1,1.6,30.5,1,19,5,75,180,NA,NA,NA,"2013-02-01","2010-05-27","2019-04-04",7,FALSE,1,23101,"STUTFIELD BROOK","SU3620592943",700705,1,"",2014-09-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",697921,"2015-01-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",10,55,5.5,12,68.5,5.71,9,16,1.78,3,3,3,5.33,11,54,4.91,5,9.29,53.82,2.25,5.62,40.04,8,56,7,13,94,7.23,11,31,35.48,8,18,44.44,12,66.8,5.57,"No",2014,9,"825D3D44-9A8C-4FF2-848C-B83047306DBC","TH-POCR0076",4.335,0.026,0.00085,7.945,0.221,16,0.03,80.7,8.225,4.36,NA,NA,NA,"825D3D44-9A8C-4FF2-848C-B83047306DBC",4,5,0,338,28,0,4,0,50,524,24,956,6,32
"102",2829,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","EWELME STREAM",155238,1,"SU",61501,91389,"SU6150191389","GB106039023610",46,6,3.4,3,3.6,10.5,2,67,18,13,220,NA,NA,NA,"2013-02-01","2010-05-27","2014-09-09",4,FALSE,1,23109,"EWELME STREAM","SU6150191389",699498,1,"",2014-09-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",690190,"2014-12-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,70,4.67,20,107.8,5.39,11,12,1.09,1,3,3,3.27,17,102,6,10.38,14.67,70.76,6.04,9.89,61.07,15,116,7.73,15,119,7.93,24,43,55.81,24,41,58.54,20,106.2,5.31,"No",2014,9,"F69DA2DC-0FB2-4A3B-BB1E-8658D2CD26EC","TH-PTHR0293",12.2,0.0153,0.00065,11.1,0.045,12.3,0.03,104.1,8.16,12.2,NA,NA,NA,"F69DA2DC-0FB2-4A3B-BB1E-8658D2CD26EC",60,1002,0,20,30,0,45,0,152,201,32,1513,6,75
"103",2886,"THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","CHILDREY BROOK",156611,1,"SU",40883,94048,"SU4088394048","GB106039023370",60,1.1,9.5,2,2.8,40,3,15,3,79,260,NA,NA,NA,"2011-01-01","2011-05-25","2014-09-11",4,FALSE,1,23208,"CHILDREY BROOK","SU4088394048",699833,1,"",2014-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",697915,"2015-01-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,94,4.95,19,91,4.79,15,27,1.8,5,3,5,9,16,72,4.5,2,10.21,19.59,1.75,7.59,23.06,17,108,6.35,18,116,6.44,4,39,10.26,7,34,20.59,19,92.7,4.88,"No",2014,9,"3B8DF44B-E5C1-4A01-B3FC-1EAD3AE46FFB","TH-POCR0077",2.198,0.0183,0.00087,7.7,0.426666666666667,15.4666666666667,0.0316666666666667,77.1666666666667,8.14,2.21666666666667,NA,NA,NA,"3B8DF44B-E5C1-4A01-B3FC-1EAD3AE46FFB",18,7,0,14,21,1,21,0,306,222,26,621,7,42
"104",2887,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",156616,1,"SP",80267,15397,"SP8026715397","GB106039030410",70,0.7,19.2,2,4.9,95.5,0,0,0,100,220,NA,NA,NA,"2013-02-01","2011-05-27","2019-09-19",6,FALSE,1,23212,"THAME","SP8026715397",702926,1,"",2014-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",697913,"2015-01-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,85,5,19,84.2,4.43,14,24,1.71,5,3,5,8.57,15,63,4.2,3,8.85,33.9,0.5,5.38,9.29,16,101,6.31,18,114,6.33,4,39,10.26,4,32,12.5,19,89.6,4.72,"No",2014,10,"E8B1DFFC-E707-48D5-90AF-6D7174E12D58","TH-PTAR0189",0.439,0.0212,0.0006,5.4,0.29,19.5,0.053,59,7.48,0.46,NA,NA,NA,"E8B1DFFC-E707-48D5-90AF-6D7174E12D58",209,154,5,2,6,2,11,0,118,189,24,696,5,17
"105",2907,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","CHEARLSEY BROOK",157055,1,"SP",71346,10064,"SP7134610064","GB106039030400",65,0.7,9.2,1,2.2,32,1,2,0,97,276,NA,NA,NA,"2013-10-01","2011-05-27","2014-10-24",4,FALSE,1,23274,"CHEARLSEY BROOK","SP7134610064",704265,1,"",2014-10-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",686085,"2014-10-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,75,4.41,18,77.9,4.33,7,10,1.43,3,3,3,4.29,15,51,3.4,0.63,6.27,10.05,1.75,6.6,26.52,15,92,6.13,16,98,6.13,1,31,3.23,8,32,25,18,82.6,4.59,"No",2014,10,"B849C372-FCDC-4FEB-87DD-A31ECC672F02","TH-PTAR0048",2.565,0.0193,0.000685,6.32,0.1425,15.3,0.0345,63.1,7.865,2.585,NA,NA,NA,"B849C372-FCDC-4FEB-87DD-A31ECC672F02",5,50,0,28,21,0,4,0,555,151,28,819,4,25
"106",2913,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BRENT","RIVER: Natural/semi-natural flowing fresh watercourse","WEALDSTONE BROOK",157075,1,"TQ",20154,85857,"TQ2015485857","GB106039022940",35,2,8,1,5,8,10,80,0,10,202,NA,NA,NA,"2011-01-01","2011-05-11","2017-03-07",5,FALSE,1,23290,"WEALDSTONE BROOK","TQ2015485857",706019,1,"",2014-11-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",690609,"2014-11-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,29,3.22,9,20.5,2.28,4,4,1,1,1,1,1,9,35,3.89,0.5,4.31,11.6,NA,3.38,0,7,38,5.43,7,43,6.14,1,23,4.35,1,23,4.35,9,27.7,3.08,"No",2014,11,"9599BD99-6FD3-45A0-8E48-1E483022FCB7","TH-PBRR0136",2.3,0.302,0.0259,6.03,0.493666666666667,18.1666666666667,1.125,64.1,7.80333333333333,2.6,NA,NA,NA,"9599BD99-6FD3-45A0-8E48-1E483022FCB7",1546,277,63,0,0,0,0,0,178,185,12,2249,0,0
"107",2930,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",157240,1,"TL",43007,18684,"TL4300718684","GB106038033290",55,2,16.4,1,3.3,22.5,0,60,5,35,269,NA,NA,NA,"2012-10-04","2011-05-31","2021-10-12",18,FALSE,1,23317,"ASH (LEE)","TL4300718684",705370,1,"",2014-11-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",697909,"2015-01-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,124,5.17,26,135.8,5.22,18,47,2.61,5,5,5,13.06,17,85,5,9.11,16.1,56.58,2.77,6.63,41.78,23,159,6.91,24,170,7.08,19,45,42.22,24,44,54.55,26,138.5,5.33,"No",2014,11,"43D1331F-664D-4533-9F15-3B1F4EA5DC90","TH-PLER0668",8.25333333333333,0.0343,0.000413333333333333,9.1,0.023,12.5666666666667,0.034,85.7333333333333,7.70333333333333,8.28666666666667,NA,NA,NA,"43D1331F-664D-4533-9F15-3B1F4EA5DC90",17,60,0,13,357,0,2,0,54,59,31,576,12,359
"108",3181,"THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BEANE","RIVER: Natural/semi-natural flowing fresh watercourse","BEANE",178975,1,"TL",28932,20842,"TL2893220842","GB106038040110",60,2.6,16.6,1,3.1,9.4,20,40,13,27,184,NA,NA,NA,"2022-08-24","2014-11-29","2022-04-11",8,FALSE,1,24343,"BEANE","TL2893220842",722080,1,"",2014-11-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",711245,"2014-11-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,81,4.26,20,94.2,4.71,20,23,1.15,3,3,3,3.45,17,66,3.88,7.88,13.63,57.81,4.26,6.93,61.47,18,124,6.89,22,150,6.82,15,43,34.88,17,37,45.95,20,95.1,4.76,"No",2014,11,"629ADC92-A6EA-4202-AF94-F7487FD2BCA8","TH-PLER0299",6.62,0.0560333333333333,0.000753333333333333,9.72666666666667,0.0756666666666667,15.5666666666667,0.03,97.5666666666667,7.98,6.67666666666667,NA,NA,NA,"629ADC92-A6EA-4202-AF94-F7487FD2BCA8",51,252,0,4,44,0,12,0,95,46,31,515,7,56
