"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved as O2_mg/l","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Nitrogen, Total Oxidised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Nitrite as N_mg/l","Nitrate as N_mg/l","BOD : 5 Day ATU_mg/l","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"91",986,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2021-03-30",114,FALSE,3,11358,"CRANLEIGH WATERS","TQ0568836983",545923,1,"",2006-11-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",540910,"2006-11-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,112,5.33,26,133.7,5.14,NA,NA,NA,NA,NA,NA,NA,16,64,4,1.63,2.37,68.78,4.76,8.17,58.26,22,147,6.68,1,8,8,2,6,33.33,17,44,38.64,26,138.1,5.31,"No",2006,11,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",0.00103,8.055,0.095,16.475,0.079,7.64,1.075,81.7,0.0205,1.056,1.15,11.55,NA,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",111,96,0,51,41,0,11,9,135,215,28,673,7,61
"92",998,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","CLAYHILL BROOK",36227,1,"SU",65671,68340,"SU6567168340","GB106039023120",61,8,1.46,1,1.3,13.33,15,43,17,25,72.4,NA,NA,NA,"1995-01-01","1990-04-05","2015-09-09",24,FALSE,1,11616,"CLAYHILL BROOK","SU6567168340",543308,1,"",2006-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",539581,"2006-10-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,65,4.33,16,77.8,4.86,3,6,2,3,3,3,6,9,38,4.22,1.5,3.34,44.91,1.51,4.18,36.12,13,87,6.69,5,37,7.4,3,13,23.08,11,28,39.29,16,75.5,4.72,"No",2006,9,"701627DE-CF9A-4E4E-A1C1-7B1873B07A42","TH-PKER0098",0.00132666666666667,8.77,0.109333333333333,16.3266666666667,0.045,8.01333333333333,1.35666666666667,88,0.0126333333333333,1.347,2.43333333333333,NA,NA,NA,"701627DE-CF9A-4E4E-A1C1-7B1873B07A42",32,382,0,61,23,1,0,0,11,32,20,547,2,23
"93",1003,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHOLSEY BROOK",36239,1,"SU",58596,86767,"SU5859686767","GB106039023570",46,0.5,3.8,1,3.6,30.33,12,17,7,65,252,NA,NA,NA,"1995-01-01","1990-04-09","2015-10-26",23,FALSE,1,11683,"CHOLSEY BROOK","SU5859686767",547746,1,"",2006-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",542850,"2006-12-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,114,4.96,24,109.7,4.57,5,6,1.2,1,5,5,6,17,73,4.29,4,5.23,76.48,2.51,6.43,39.04,21,137,6.52,5,38,7.6,6,15,40,13,41,31.71,24,113.5,4.73,"No",2006,10,"5CB9354E-CD3E-4704-8DBA-38961F08F444","TH-PTHR0015",0.00072,10.7,0.068,14.27,0.116,7.39,9.18,104.6,0.0237,9.16,1,NA,NA,NA,"5CB9354E-CD3E-4704-8DBA-38961F08F444",100,252,0,12,19,1,3,0,22,121,27,541,5,22
"94",1071,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BARTLEY MILL STREAM",41964,2,"TQ",62980,34680,"TQ6298034680","GB106040018240",65,9.4,3.5,1,3.7,16.67,47,40,0,13,76.3,NA,NA,NA,"1995-01-01","1990-04-05","2020-10-15",30,FALSE,1,12154,"BARTLEY MILL STREAM","TQ6298034680",548564,1,"",2006-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",543770,"2007-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,155,6.2,27,175.5,6.5,NA,NA,NA,NA,NA,NA,NA,21,117,5.57,1,1,100,13,15.43,84.25,23,175,7.61,NA,NA,NA,NA,3,0,33,46,71.74,27,170.7,6.32,"No",2006,10,"3AD8881A-ED94-4664-8C6B-6A56CCB8291C","SO-E0000701",0.00271333333333333,6.96333333333333,5.15,17.72,0.197,7.61666666666667,2.77666666666667,73.3,0.150233333333333,2.62666666666667,2.13333333333333,NA,NA,NA,"3AD8881A-ED94-4664-8C6B-6A56CCB8291C",21,102,30,237,123,0,65,1,50,13,28,642,12,189
"95",1135,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SOMERHILL STREAM",42096,2,"TQ",60690,46180,"TQ6069046180","GB106040018410",25,4.4,7.8,1,3.7,46.67,18,57,2,23,90.3,NA,NA,NA,"1995-01-01","1992-10-21","2017-03-30",31,FALSE,1,12906,"SOMERHILL STREAM","TQ6069046180",543652,1,"",2006-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",538725,"2006-10-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,67,4.19,17,72.5,4.26,NA,NA,NA,NA,NA,NA,NA,9,40,4.44,1.5,1.5,100,5.27,7.71,68.35,14,99,7.07,NA,NA,NA,NA,4,0,16,35,45.71,17,74.3,4.37,"No",2006,9,"8D50C01B-B8F2-4D27-8680-70748D541716","SO-E0000768",0.00036,9.28,2.67,14.935,0.0385,7.53,17.2,92.25,0.03945,17.15,2.5,NA,NA,NA,"8D50C01B-B8F2-4D27-8680-70748D541716",112,440,41,6,2,0,130,0,912,21,18,1665,3,132
"96",1142,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","ERIDGE STREAM",42111,2,"TQ",55240,32500,"TQ5524032500","GB106040018390",70,6.2,7.1,2,5,16.67,65,2,27,7,48.8,NA,NA,NA,"1995-01-01","1995-05-11","2019-09-20",23,FALSE,1,12984,"ERIDGE STREAM","TQ5524032500",549940,1,"",2006-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",545622,"2007-02-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,159,6.12,28,181.6,6.49,21,26,1.24,3,7,7,8.67,24,129,5.38,21.15,23.22,91.09,16.75,18.46,90.74,25,193,7.72,25,196,7.84,43,57,75.44,36,52,69.23,28,176.9,6.32,"No",2006,9,"1B227CBE-364C-4566-8D15-6F2955BEBE16","SO-E0000960",0.00044,9.47,0.0293333333333333,14.14,0.0426666666666667,7.56,0.863333333333333,92.45,0.004,0.860666666666667,1,NA,NA,NA,"1B227CBE-364C-4566-8D15-6F2955BEBE16",32,44,0,90,396,0,63,32,85,15,38,761,20,491
"97",1173,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SHOVELSTRODE STREAM",42175,2,"TQ",48020,37150,"TQ4802037150","GB106040018080",50,2,9.4,1,2.5,15,22,67,2,10,58.3,NA,NA,NA,"1995-01-01","1989-10-31","2016-10-17",37,FALSE,1,13422,"SHOVELSTRODE STREAM","TQ4802037150",543364,1,"",2006-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",538534,"2006-09-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,124,5.9,21,133.1,6.34,NA,NA,NA,NA,NA,NA,NA,14,76,5.43,1.5,1.5,100,9.76,10.25,95.22,19,146,7.68,NA,NA,NA,NA,3,0,26,36,72.22,21,135.4,6.45,"No",2006,9,"20F94409-D576-4383-8289-F050AA51293A","SO-E0000986",0.00025,8.69,0.065,14.29,0.03,7.52,0.96,85.1,0.004,0.956,1,NA,NA,NA,"20F94409-D576-4383-8289-F050AA51293A",15,60,0,62,41,0,18,8,21,10,21,235,10,67
"98",1174,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2019-09-20",77,TRUE,1,13458,"EDEN (KENT)","TQ5206443767",553574,1,"",2006-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",549180,"2006-09-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,135,5.4,26,138.4,5.32,24,51,2.13,5,5,5,10.63,19,96,5.05,15.5,21.11,73.42,8.5,12.87,66.05,25,178,7.12,31,227,7.32,28,59,47.46,24,46,52.17,26,135.6,5.22,"No",2006,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",0.00189333333333333,6.86666666666667,1.29,19.1866666666667,0.110333333333333,7.81666666666667,1.16666666666667,75.7,0.0255333333333333,1.14033333333333,5.1,15.5,1.45333333333333,NA,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",3,6,0,38,364,2,77,0,562,322,34,1419,10,441
"99",1193,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42245,2,"TQ",39860,49700,"TQ3986049700","GB106040018630",70,6.4,7.4,4,4.2,16.67,8,82,0,10,139.9,NA,NA,NA,"1995-01-01","1993-11-23","2014-09-01",23,FALSE,1,13729,"EDEN (KENT)","TQ3986049700",546303,1,"",2006-11-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",541228,"2006-11-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,71,4.18,21,79.1,3.77,NA,NA,NA,NA,NA,NA,NA,13,52,4,1.5,1.87,80.21,4.25,8.89,47.81,16,100,6.25,NA,NA,NA,NA,4,0,12,46,26.09,21,86.3,4.11,"No",2006,11,"A547F29F-E3E4-434A-875D-10CC2D83D48B","SO-E0000818",0.000735,8.65,2.454,17.755,0.074,7.485,8.265,91.45,0.0415,8.205,3.05,NA,NA,NA,"A547F29F-E3E4-434A-875D-10CC2D83D48B",595,175,130,2,4,7,100,0,634,170,21,1817,2,104
"100",1227,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","ULCOMBE STREAM",42353,2,"TQ",81500,45130,"TQ8150045130","GB106040018330",20,0.6,6.1,1,1.4,25,8,23,3,65,184.5,NA,NA,NA,"1995-01-01","1990-03-06","2016-10-05",29,FALSE,1,14054,"ULCOMBE STREAM","TQ8150045130",548225,1,"",2006-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",543360,"2007-01-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,53,3.79,16,56.6,3.54,NA,NA,NA,NA,NA,NA,NA,10,37,3.7,NA,NA,NA,3.5,6.65,52.63,14,89,6.36,NA,NA,NA,NA,4,0,7,29,24.14,16,60.9,3.81,"No",2006,9,"72B65FD8-5CE8-4597-BA06-4965FDEB1A57","SO-E0000568",0.0012,5.3,0.209,17.75,0.082,7.65,2.68,55.8,0.0534,2.63,2.3,NA,NA,NA,"72B65FD8-5CE8-4597-BA06-4965FDEB1A57",270,80,2,6,1,0,200,0,913,18,17,1491,2,201
"101",1228,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","BOUGH BEECH STREAM",42355,2,"TQ",49400,46760,"TQ4940046760","GB106040018160",40,2,5.4,1,1.2,10,20,60,0,20,104.1,NA,NA,NA,"1995-01-01","1990-04-03","2011-09-14",37,FALSE,1,14072,"BOUGH BEECH STREAM","TQ4940046760",546669,1,"",2006-11-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Historic National Monitoring",541605,"2006-12-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,88,4.89,21,98.1,4.67,NA,NA,NA,NA,NA,NA,NA,15,72,4.8,0.5,0.5,100,2.76,7.36,37.5,17,115,6.76,NA,NA,NA,NA,3,0,13,33,39.39,21,100.8,4.8,"No",2006,11,"91037788-784E-4222-9E3B-1135A4632F92","SO-E0000827",0.00986,7.82666666666667,0.861666666666667,17.6666666666667,0.856333333333333,7.67333333333333,3.59333333333333,82.3666666666667,0.0313,3.56,2.13333333333333,NA,NA,NA,"91037788-784E-4222-9E3B-1135A4632F92",77,170,0,50,16,1,3,0,138,209,22,666,5,19
"102",1240,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN VALE STREAM",42384,2,"TQ",39185,41845,"TQ3918541845","GB106040018660",60,3.9,4.8,1,2.5,20,10,37,0,53,79.9,NA,NA,NA,"1995-01-01","1990-03-29","2009-09-15",25,FALSE,1,14186,"EDEN VALE STREAM","TQ3918541845",546104,1,"",2006-11-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",541056,"2006-11-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,110,5.24,23,119.1,5.18,NA,NA,NA,NA,NA,NA,NA,17,78,4.59,1,1.37,72.99,8.52,12.88,66.15,20,141,7.05,NA,NA,NA,NA,4,0,23,53,43.4,23,116.5,5.07,"No",2006,11,"E40AC16A-1EE9-4C82-9B07-6D9D2772E93D","SO-E0000873",0.00049,8.04666666666667,2.84333333333333,15.7633333333333,0.0453333333333333,7.59666666666667,9.09,80.7333333333333,0.0244666666666667,9.06666666666667,1.16666666666667,NA,NA,NA,"E40AC16A-1EE9-4C82-9B07-6D9D2772E93D",208,500,31,200,499,0,170,0,89,275,24,1973,9,669
"103",1243,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","FELBRIDGE WATER",42393,2,"TQ",36500,41200,"TQ3650041200","GB106040018660",60,2.1,6.6,1,5.3,40,8,30,0,62,82.2,NA,NA,NA,"1995-01-01","1989-11-06","2011-11-28",27,FALSE,1,14214,"FELBRIDGE WATER","TQ3650041200",546419,1,"",2006-11-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",541319,"2006-11-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",10,39,3.9,11,34.7,3.15,NA,NA,NA,NA,NA,NA,NA,6,22,3.67,NA,0.37,0,0.5,2.2,22.73,8,51,6.38,NA,NA,NA,NA,4,0,3,19,15.79,11,40.6,3.69,"No",2006,11,"61B9C39B-F5DE-41A6-810E-68BD5C39F16B","SO-E0000862",0.00459,5.18333333333333,1.39633333333333,18.6833333333333,0.387,7.54,2.12333333333333,55.5,0.0572,2.06666666666667,3.2,NA,NA,NA,"61B9C39B-F5DE-41A6-810E-68BD5C39F16B",104,242,6,1,0,0,0,0,101,4,12,458,0,0
"104",1244,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BEWL",42398,2,"TQ",68653,34658,"TQ6865334658","GB106040018500",45,3.3,6.5,1,5,18.33,47,43,0,10,52.5,NA,NA,NA,"1995-01-01","1981-06-18","2020-10-15",44,FALSE,1,14234,"BEWL","TQ6865334658",549606,1,"",2006-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",545000,"2007-02-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,117,5.32,25,139.3,5.57,NA,NA,NA,NA,NA,NA,NA,19,89,4.68,1,1,100,8.24,12.64,65.19,21,148,7.05,NA,NA,NA,NA,4,0,21,49,42.86,25,140.7,5.63,"No",2006,10,"6D9CE5FE-228C-4552-80B0-AB11895C5931","SO-E0000686",0.000873333333333333,7.99666666666667,0.0813333333333333,16.3166666666667,0.03,8.11333333333333,3.00666666666667,81.9333333333333,0.0400666666666667,2.96666666666667,1.2,NA,NA,NA,"6D9CE5FE-228C-4552-80B0-AB11895C5931",160,370,32,201,71,0,24,0,62,86,25,1006,9,95
"105",1245,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","GIBBS BROOK",42400,2,"TQ",36570,50500,"TQ3657050500","GB106040018640",80,6,4.5,1,2.3,13.33,2,75,10,13,178.3,NA,NA,NA,"1995-01-01","1990-03-29","2012-10-10",38,FALSE,1,14255,"GIBBS BROOK","TQ3657050500",546481,1,"",2006-11-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",541390,"2006-12-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,110,5,25,125.1,5,NA,NA,NA,NA,NA,NA,NA,18,78,4.33,2.5,2.5,100,10.53,14.94,70.48,21,155,7.38,1,10,10,3,7,42.86,27,56,48.21,25,121.7,4.87,"No",2006,11,"D63829AB-5B9A-467F-BD32-648A1E5C4E76","SO-E0000902",0.00354,7.31333333333333,2.57,17.8066666666667,0.192666666666667,7.74666666666667,10.2666666666667,77.5666666666667,0.0585333333333333,10.1766666666667,2.83333333333333,NA,NA,NA,"D63829AB-5B9A-467F-BD32-648A1E5C4E76",216,801,151,900,249,0,214,0,243,256,26,3030,7,463
"106",1270,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE TRIB.(KILNDOWN)",42485,2,"TQ",71180,35480,"TQ7118035480","GB106040018510",45,6.2,2.6,1,1.2,10,7,78,0,15,52.3,NA,NA,NA,"1995-01-01","1990-03-06","2009-09-29",33,FALSE,1,14395,"TEISE TRIB.(KILNDOWN)","TQ7118035480",549662,1,"",2006-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",545066,"2007-02-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,59,3.93,16,64.7,4.04,NA,NA,NA,NA,NA,NA,NA,10,42,4.2,1,1,100,3.5,5.69,61.51,13,89,6.85,NA,NA,NA,NA,4,0,12,30,40,16,68.3,4.27,"No",2006,10,"1E909265-2827-4CAA-BDA2-BB7852146638","SO-E0000678",0.00172333333333333,5.72333333333333,0.389,14.8433333333333,0.322,7.19666666666667,3.07666666666667,56.8333333333333,0.1029,2.97333333333333,3.53333333333333,NA,NA,NA,"1E909265-2827-4CAA-BDA2-BB7852146638",226,80,1,20,2,0,15,0,16,12,17,373,2,17
"107",1298,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",42595,2,"TQ",70950,53400,"TQ7095053400","GB106040018440",5,0.2,61.1,7,25.7,166.67,48,13,12,27,106.5,NA,NA,NA,"1995-01-01","1973-01-17","2017-11-08",20,FALSE,1,14679,"MEDWAY","TQ7095053400",544067,1,"",2006-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",539095,"2006-10-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,81,4.5,19,76.1,4.01,NA,NA,NA,NA,NA,NA,NA,12,56,4.67,NA,NA,NA,1.25,6.57,19.03,17,102,6,NA,NA,NA,NA,4,0,3,32,9.38,19,79.6,4.19,"No",2006,9,"FA83411F-A7B6-4743-9296-DDBF5B5E874D","SO-E0000380",0.00593,8.72,0.648,19.6833333333333,0.194666666666667,7.88,3.64333333333333,95.6,0.0371666666666667,3.60666666666667,2.25,12.6,NA,NA,"FA83411F-A7B6-4743-9296-DDBF5B5E874D",201,11,0,21,3,21,11,0,50,106,22,445,3,14
"108",1306,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","WEST HOATHLY STREAM",42618,2,"TQ",37620,33710,"TQ3762033710","GB106040018070",80,10.6,1.3,1,1.2,14.17,7,54,0,38,71.2,NA,NA,NA,"1995-01-01","1990-03-29","2013-09-12",27,FALSE,1,14814,"WEST HOATHLY STREAM","TQ3762033710",545149,1,"",2006-11-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",540171,"2006-11-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,58,4.14,15,66,4.4,NA,NA,NA,NA,NA,NA,NA,9,38,4.22,NA,NA,NA,4.24,7.16,59.22,12,82,6.83,NA,NA,NA,NA,4,0,11,29,37.93,15,68.3,4.55,"No",2006,11,"90C7FCEB-13C8-4C5C-B9A2-B242A1318279","SO-E0001006",0.00330666666666667,5.03666666666667,7.38,17.7066666666667,1.67566666666667,6.72333333333333,28.8666666666667,52.9,0.263333333333333,28.6,7.96666666666667,NA,NA,NA,"90C7FCEB-13C8-4C5C-B9A2-B242A1318279",206,200,31,20,2,0,20,6,17,20,15,522,3,28
"109",1447,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","CRANE BROOK",43073,2,"TQ",82090,38200,"TQ8209038200","GB106040018290",35,2.3,6.9,1,4,16.67,7,68,0,25,78.3,NA,NA,NA,"1995-01-01","1990-03-22","2015-10-07",30,FALSE,1,16074,"CRANE BROOK","TQ8209038200",547012,1,"",2006-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",542046,"2006-12-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,126,5.25,26,135.3,5.2,NA,NA,NA,NA,NA,NA,NA,19,92,4.84,1.13,1.62,69.75,8.53,12.89,66.18,23,160,6.96,NA,NA,NA,NA,3,0,23,47,48.94,26,133.6,5.14,"No",2006,9,"27774CF2-115B-43B5-8E0E-2368305AA3C9","SO-E0000596",0.000746666666666667,8.00333333333333,0.641333333333333,17.97,0.0956666666666667,7.36666666666667,7.08666666666667,84.5666666666667,0.0485666666666667,7.03666666666667,2.13333333333333,NA,NA,NA,"27774CF2-115B-43B5-8E0E-2368305AA3C9",52,5,0,200,201,5,53,0,54,254,28,833,9,254
