"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","pH_phunits","Ammonia un-ionised as N_mg/l","Nitrite as N_mg/l","Oxygen, Dissolved as O2_mg/l","Nitrate as N_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Orthophosphate, reactive as P_mg/l","BOD : 5 Day ATU_mg/l","Oxygen, Dissolved, % Saturation_%","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"89",1641,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",43793,2,"TQ",40230,47820,"TQ4023047820","GB106040018350",55,3.1,10.5,4,2.7,20,7,63,8,22,148.5,NA,NA,NA,"1995-01-01","1981-06-17","2014-10-07",42,FALSE,1,18053,"EDEN (KENT)","TQ4023047820",509989,1,"",2005-10-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",505363,"2005-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,85,5.31,17,93.7,5.51,NA,NA,NA,NA,NA,NA,NA,11,58,5.27,0.5,0.5,100,7.79,10.22,76.22,14,109,7.79,NA,NA,NA,NA,4,0,21,34,61.76,17,92.9,5.46,"No",2005,10,"B6FAE9C0-F43A-4E0C-8FEF-E8200F90BD00","SO-E0000817",7.13,0.000325,0.1223,9.595,12.015,16.275,0.0415,12.135,3.3,2.2,97.4,NA,NA,NA,"B6FAE9C0-F43A-4E0C-8FEF-E8200F90BD00",170,90,0,245,310,11,70,0,71,157,18,1125,7,380
"90",1650,"SOUTHERN - KENT & E. SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",43809,2,"TQ",86400,52150,"TQ8640052150","GB106040018430",75,8,3.5,1,2.2,14,7,37,42,15,239.6,NA,NA,NA,"1995-01-01","1994-05-09","2020-10-28",25,FALSE,1,18245,"LEN","TQ8640052150",509505,1,"",2005-10-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",505014,"2005-12-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,130,5.42,26,131.7,5.07,24,30,1.25,3,5,5,6.25,21,106,5.05,8.51,13.75,61.89,6.27,10.92,57.42,23,164,7.13,26,183,7.04,17,51,33.33,21,45,46.67,26,134.1,5.16,"No",2005,10,"E86F22D1-AC92-4384-A3A6-C5EE5DA13A3F","SO-E0000494",7.605,0.00077,0.07935,10.27,5.06,14.53,0.066,5.14,0.5835,1.9,101.2,NA,NA,NA,"E86F22D1-AC92-4384-A3A6-C5EE5DA13A3F",82,39,9,46,50,1,26,0,21,12,34,291,10,76
"91",1666,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","WATERINGBURY STREAM",43886,2,"TQ",69000,53170,"TQ6900053170","GB106040018190",15,14.6,5,1,1.3,13.33,20,60,7,13,264.4,NA,NA,NA,"1995-01-01","1989-11-22","2014-09-04",31,FALSE,1,18427,"WATERINGBURY STREAM","TQ6900053170",509652,1,"",2005-10-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",505227,"2005-12-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,91,4.79,21,104.1,4.96,NA,NA,NA,NA,NA,NA,NA,15,66,4.4,2.26,2.26,100,8.25,13.09,63.03,18,123,6.83,NA,NA,NA,NA,4,0,19,42,45.24,21,102.8,4.9,"No",2005,10,"E3954713-0BBD-4F5D-B830-FCB40157A61C","SO-E0000523",7.7,0.000946666666666667,0.0718,7.95,6.98666666666667,17.0833333333333,0.0656666666666667,7.05666666666667,0.067,1.51666666666667,82.4333333333333,NA,NA,NA,"E3954713-0BBD-4F5D-B830-FCB40157A61C",163,144,0,305,167,0,30,0,42,388,22,1239,5,197
"92",1690,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","SUTTON VALENCE STREAM",43998,2,"TQ",80000,46490,"TQ8000046490","GB106040018040",20,0.8,4.7,1,2.5,36.67,2,23,0,75,218.8,NA,NA,NA,"1995-01-01","1990-03-06","2014-09-10",22,FALSE,1,18563,"SUTTON VALENCE STREAM","TQ8000046490",570015,1,"",2005-10-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",564894,"2008-03-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,80,4.71,19,75.9,3.99,NA,NA,NA,NA,NA,NA,NA,15,57,3.8,0.63,1,63,1.75,6.35,27.56,15,90,6,NA,NA,NA,NA,4,0,5,35,14.29,19,83.7,4.41,"No",2005,10,"3FC7259D-3B44-44DF-9333-2D0B655F5B79","SO-E0000476",7.73,0.000893333333333333,0.0677333333333333,NA,8.81,15.7466666666667,0.056,8.87,0.400666666666667,1.98333333333333,75.3666666666667,NA,NA,NA,"3FC7259D-3B44-44DF-9333-2D0B655F5B79",412,42,0,9,2,14,153,0,305,260,21,1301,3,155
"93",1738,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",44286,2,"TQ",71233,38453,"TQ7123338453","GB106040018260",30,1.8,24.8,4,5.3,40,43,43,5,8,53.5,NA,NA,NA,"1995-01-01","1981-06-18","2019-10-24",46,FALSE,1,19067,"TEISE","TQ7123338453",509228,1,"",2005-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",504727,"2005-11-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,146,5.62,29,163.7,5.64,NA,NA,NA,NA,NA,NA,NA,22,107,4.86,1.63,1.63,100,11.27,15.92,70.79,25,172,6.88,NA,NA,NA,NA,3,0,29,63,46.03,29,165.9,5.72,"No",2005,11,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90","SO-E0000637",7.99333333333333,0.000963333333333333,0.0251666666666667,8.81333333333333,1.211,17.43,0.032,1.23666666666667,0.0393333333333333,1.06333333333333,92.3,9.2,NA,NA,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90",130,3,10,100,153,0,150,0,170,201,32,919,12,303
"94",1739,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE TRIB.(KILNDOWN)",44290,2,"TQ",71270,36640,"TQ7127036640","GB106040018510",35,3.8,6.4,1,1.6,16.67,40,48,0,12,60.3,NA,NA,NA,"1995-01-01","1990-03-06","2015-10-08",40,FALSE,1,19092,"TEISE TRIB.(KILNDOWN)","TQ7127036640",509186,1,"",2005-11-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",504670,"2005-11-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,158,5.85,32,182,5.69,NA,NA,NA,NA,NA,NA,NA,22,106,4.82,1.76,2.99,58.86,10.77,14.93,72.14,26,180,6.92,NA,NA,NA,NA,4,0,32,63,50.79,32,185.8,5.81,"No",2005,11,"CFDD6E26-17AB-48B5-9573-8C68A34795E1","SO-E0000677",7.56,0.00172333333333333,0.0579333333333333,7.82,3.89666666666667,13.7533333333333,0.208666666666667,3.95333333333333,0.932666666666667,1.18,75.5,NA,NA,NA,"CFDD6E26-17AB-48B5-9573-8C68A34795E1",200,132,0,101,126,1,68,10,267,152,35,1059,13,204
"95",1744,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","PIPPINGFORD BROOK",44303,2,"TQ",47800,34360,"TQ4780034360","GB106040018360",55,3.7,11.5,1,3,51.67,5,15,20,60,23.6,NA,NA,NA,"1995-01-01","1990-11-02","2014-10-29",24,FALSE,1,19146,"PIPPINGFORD BROOK","TQ4780034360",509055,1,"",2005-09-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",504599,"2005-11-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,109,5.74,19,105.8,5.57,NA,NA,NA,NA,NA,NA,NA,12,54,4.5,0.5,0.5,100,1.99,5.14,38.72,17,114,6.71,NA,NA,NA,NA,4,0,12,31,38.71,19,107.6,5.66,"No",2005,9,"F0C493E4-698D-4822-9536-96DFD7F86FCF","SO-E0000970",7.38,0.00038,0.004,8.51333333333333,0.369333333333333,13.7533333333333,0.0593333333333333,0.373333333333333,0.0423333333333333,1.18,82.4,NA,NA,NA,"F0C493E4-698D-4822-9536-96DFD7F86FCF",294,116,0,8,20,0,2,50,171,10,19,726,8,72
"96",1749,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",44308,2,"TQ",46024,45955,"TQ4602445955","GB106040018160",35,0.8,21.2,4,5.3,48.33,3,30,20,47,114.8,NA,NA,NA,"1995-01-01","1981-06-17","2017-09-14",36,FALSE,1,19191,"EDEN (KENT)","TQ4602445955",510367,1,"",2005-10-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",506325,"2006-01-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,104,4.73,24,111.1,4.63,18,25,1.39,3,5,5,6.94,16,71,4.44,9,13.29,67.72,4.77,9.13,52.25,22,143,6.5,20,138,6.9,14,37,37.84,16,41,39.02,24,110.6,4.61,"No",2005,10,"2A0DD66C-0898-4718-8CA5-935571AF1C87","SO-E0000811",7.85,0.001005,0.0456,8.675,7.79,17.41,0.0465,7.835,2.42,1.57,90.55,NA,NA,NA,"2A0DD66C-0898-4718-8CA5-935571AF1C87",11,108,6,64,232,6,4,0,65,147,28,645,5,236
"97",1752,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",44315,2,"TQ",62970,47250,"TQ6297047250","GB106040018182",15,1,47.2,6,22,125,7,15,7,72,90.3,NA,NA,NA,"1995-01-01","1989-01-09","2008-09-19",11,FALSE,1,19225,"MEDWAY","TQ6297047250",509411,1,"",2005-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",504888,"2005-12-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,114,4.96,25,104.7,4.19,NA,NA,NA,NA,NA,NA,NA,16,77,4.81,NA,NA,NA,2.26,11.7,19.32,23,140,6.09,NA,NA,NA,NA,4,0,10,56,17.86,25,112.2,4.49,"No",2005,9,"52086461-948F-4B6C-AC51-F06211FE0EF1","SO-E0000397",7.655,0.00201,0.07465,6.825,5.36,17.97,0.1515,5.435,1.665,3.445,72.2,8.8,NA,NA,"52086461-948F-4B6C-AC51-F06211FE0EF1",450,350,2,80,22,51,12,0,170,428,28,1586,5,34
"98",1759,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",44329,2,"TQ",47950,36370,"TQ4795036370","GB106040018070",45,1.6,19.4,3,3.2,18.33,2,87,0,12,58.8,NA,NA,NA,"1995-01-01","1976-11-23","2014-10-06",36,FALSE,2,19286,"MEDWAY","TQ4795036370",507544,1,"",2005-09-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",503158,"2005-10-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,143,6.22,26,161.8,6.22,NA,NA,NA,NA,NA,NA,NA,18,106,5.89,1.63,1.63,100,12.23,15.86,77.11,21,156,7.43,NA,NA,NA,NA,4,0,30,44,68.18,26,164.1,6.31,"No",2005,9,"DE423D6C-B967-4DDD-B8D2-D146B8310A96","SO-E0000415",7.35666666666667,0.000206666666666667,0.0168,9.44333333333333,5.27666666666667,15.5166666666667,0.03,5.29333333333333,1.38333333333333,1.17666666666667,94.7333333333333,NA,NA,NA,"DE423D6C-B967-4DDD-B8D2-D146B8310A96",135,83,0,167,117,20,74,1,224,85,26,906,12,192
"99",1759,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",44329,2,"TQ",47950,36370,"TQ4795036370","GB106040018070",45,1.6,19.4,3,3.2,18.33,2,87,0,12,58.8,NA,NA,NA,"1995-01-01","1976-11-23","2014-10-06",36,FALSE,2,19287,"MEDWAY","TQ4795036370",511691,1,"",2005-11-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",508611,"2006-03-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,138,5.75,24,147.5,6.15,NA,NA,NA,NA,NA,NA,NA,17,94,5.53,2.26,2.26,100,13.27,16.21,81.86,22,163,7.41,NA,NA,NA,NA,4,0,28,49,57.14,24,144.7,6.03,"No",2005,11,"DE423D6C-B967-4DDD-B8D2-D146B8310A96","SO-E0000415",7.35666666666667,0.000206666666666667,0.0168,9.44333333333333,5.27666666666667,15.5166666666667,0.03,5.29333333333333,1.38333333333333,1.17666666666667,94.7333333333333,NA,NA,NA,"DE423D6C-B967-4DDD-B8D2-D146B8310A96",122,90,0,101,105,1,114,1,67,57,24,658,10,220
"100",3416,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",89727,1,"SO",99166,13287,"SO9916613287","GB106039029810",155,2.5,5.61,2,6,52.3,20,31,6,43,180,NA,NA,NA,"2012-10-04","2002-11-29","2012-09-28",19,FALSE,1,29426,"CHURN","SO9916613287",542831,1,"",2005-09-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",538129,"2005-09-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,107,6.29,18,94.1,5.23,16,31,1.94,5,5,5,9.69,12,56,4.67,5.5,10.14,54.24,2.76,6.86,40.23,15,102,6.8,21,151,7.19,15,39,38.46,10,28,35.71,18,103.1,5.73,"No",2005,9,"7132C816-A8E1-46E2-A49B-B38EFB15C491","TH-PUTR0213",8.05,0.00285,0.0477,8.755,NA,18.08,0.0875,NA,NA,1.425,92.85,6.15,NA,NA,"7132C816-A8E1-46E2-A49B-B38EFB15C491",1023,2,0,17,17,0,6,0,216,148,27,1447,10,23
"101",3721,"THAMES - NORTH EAST","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","INGREBOURNE",108702,1,"TQ",54896,85908,"TQ5489685908","GB106037028130",8,2,13.96,2,4,17,1,35,25,39,151,NA,NA,NA,"2012-10-04","2005-04-04","2020-10-06",21,FALSE,1,30465,"INGREBOURNE","TQ5489685908",508507,1,"",2005-10-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Historic Unknown Monitoring",504052,"2005-10-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,60,4,17,63.7,3.75,NA,NA,NA,NA,NA,NA,NA,12,46,3.83,0.5,0.5,100,1.25,3.93,31.81,13,81,6.23,NA,NA,NA,NA,4,0,5,27,18.52,17,69,4.06,"No",2005,10,"318E091E-E578-46EA-BEB0-BB4D65ECA5F8","TH-PRGR0020",8.1,0.0027,0.127,7.62,10.8,17,0.089,10.9,1.9,4.62,79,NA,NA,NA,"318E091E-E578-46EA-BEB0-BB4D65ECA5F8",153,54,0,0,0,5,18,0,95,48,18,376,2,18
"102",3852,"SOUTHERN - KENT & E. SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",134536,2,"TQ",79016,54548,"TQ7901654548","GB106040018430",29,3,13.3,3,6.7,20.8,55,28,14,3,220.9,NA,NA,NA,"2015-01-01","2005-05-18","2020-10-23",18,FALSE,1,30712,"LEN","TQ7901654548",537912,1,"",2005-11-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",533414,"2016-11-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,87,5.12,17,91.9,5.41,13,26,2,5,3,5,10,13,79,6.08,13.52,15.97,84.66,7.52,9.95,75.58,15,115,7.67,16,130,8.13,24,38,63.16,22,37,59.46,17,92.5,5.44,"No",2005,11,"92AEEAE5-FBCF-4700-97E0-4ABC6F495EF4","SO-E0000484",8.01333333333333,0.000933333333333333,0.0192333333333333,9.37666666666667,4.86,14.91,0.0373333333333333,4.88,0.397,1.50666666666667,93.0333333333333,NA,NA,NA,"92AEEAE5-FBCF-4700-97E0-4ABC6F495EF4",105,400,50,45,65,0,56,0,43,213,21,977,6,121
