"","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG","FULL_EASTING","FULL_NORTHING","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV"
"81","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","BRISTOL AVON",7778,1,"ST",95987,78133,"ST9598778133",395987,178133,"GB109053027650",60,0.9,34,5,12.8,147.67,20,48,8,23,240.6,658.3,,,1995-01-01,1995-04-04,2016-11-10,13,FALSE
"82","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","BRISTOL AVON",7779,1,"ST",91918,73032,"ST9191873032",391918,173032,"GB109053027440",50,0.8,43.3,6,13.3,36.43,15,60,17,8,234.1,628,,,1995-01-01,1995-04-12,2016-11-10,14,FALSE
"83","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","BRISTOL AVON",7780,1,"ST",92100,70300,"ST9210070300",392100,170300,"GB109053027440",50,0.8,46.9,6,14.7,162,0,38,20,42,238.5,718.7,,,1995-01-01,1995-04-12,2008-10-21,9,FALSE
"84","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","BYDEMILL BROOK (BRISTOL AVON)",7781,1,"ST",88509,69354,"ST8850969354",388509,169354,"GB109053021960",70,8,2.65,1,2,5.88,25,67,8,0,249.1,657,,,1995-01-01,1995-04-12,2019-10-10,7,FALSE
"85","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","BYDEMILL BROOK (BRISTOL AVON)",7782,1,"ST",89100,69250,"ST8910069250",389100,169250,"GB109053021960",60,7.4,3.8,1,1.8,13.67,10,83,7,0,266.2,873.3,,,1995-01-01,1995-04-12,2019-10-10,13,FALSE
"86","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","BRISTOL AVON",7783,1,"ST",92180,68130,"ST9218068130",392180,168130,"GB109053027440",40,0.6,51.4,6,12,89.67,7,57,27,10,227.5,599.3,,,1995-01-01,1995-04-19,2016-11-07,10,FALSE
"87","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","BRISTOL AVON",7784,1,"ST",90600,64700,"ST9060064700",390600,164700,"",40,0.6,56.3,6,17.7,177.53,7,38,12,43,227.3,660,,,1995-01-01,1995-04-19,2000-05-30,3,FALSE
"88","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","BRISTOL AVON",7785,1,"ST",89950,63830,"ST8995063830",389950,163830,"GB109053027440",20,1.5,3.3,6,20,86.67,7,25,33,35,226.7,690.7,,,1995-01-01,1995-04-19,2000-10-04,4,FALSE
"89","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","SOUTH BROOK",7786,1,"ST",89810,63820,"ST8981063820",389810,163820,"GB109053021930",40,1.3,6,1,1.9,9.87,7,70,17,7,277,759.7,,,1995-01-01,1995-04-19,2016-11-17,7,FALSE
"90","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","CHALFIELD BROOK",7787,1,"ST",88604,62465,"ST8860462465",388604,162465,"GB109053021890",40,1.9,8.95,1,1.8,15.6,0,37,35,28,242.6,698,,,1995-01-01,1995-05-01,2016-11-17,15,FALSE
"91","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","BRISTOL AVON",7788,1,"ST",88477,62334,"ST8847762334",388477,162334,"GB109053027440",40,0.6,59.9,6,16.7,114.2,13,53,17,17,239.3,691,,,1995-01-01,1995-05-01,2016-11-17,12,FALSE
"92","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","GAUZE BROOK",7789,1,"ST",93800,84050,"ST9380084050",393800,184050,"GB109053027730",70,1.8,12.05,1,4.8,14.75,10,63,23,3,254.5,873,,,1995-01-01,1995-03-30,2004-09-30,6,FALSE
"93","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","SEMINGTON BROOK",7790,1,"ST",89930,60810,"ST8993060810",389930,160810,"GB109053022200",40,1.2,17.8,4,5.3,95.22,0,17,40,43,248.8,530,,,1995-01-01,1995-09-21,2014-10-21,11,FALSE
"94","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","SEMINGTON BROOK",7791,1,"ST",99600,55300,"ST9960055300",399600,155300,"GB109053022130",70,3.8,4.4,1,3.1,57.1,4,10,37,50,240.2,596.7,,,1995-01-01,1995-03-06,2004-11-02,6,FALSE
"95","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","DREWSPOND W/C",7792,1,"ST",98200,59080,"ST9820059080",398200,159080,"",60,4.1,3.05,1,1.5,46.67,0,0,15,85,293.7,793.3,,,1995-01-01,1995-09-15,2000-11-14,3,FALSE
"96","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","OLD PARK W/C",7793,1,"ST",98527,60191,"ST9852760191",398527,160191,"GB109053022190",70,7.4,2.3,1,1.1,30.78,3,17,17,63,252.8,916.7,,,1995-01-01,1995-03-06,2014-10-21,12,FALSE
"97","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","SUMMERHAM BROOK",7794,1,"ST",97000,62800,"ST9700062800",397000,162800,"",60,3.7,4.05,1,2,35.2,15,17,20,48,242.6,540,,,1995-01-01,1995-03-06,2000-11-24,4,FALSE
"98","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","SUMMERHAM BROOK",7795,1,"ST",95800,61330,"ST9580061330",395800,161330,"GB109053022220",50,3.7,6.1,1,1.9,61,7,7,15,72,221.6,576.7,,,1995-01-01,1995-03-06,2015-11-09,15,FALSE
"99","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","POULSHOT STREAM",7796,1,"ST",96070,58790,"ST9607058790",396070,158790,"GB109053022190",50,2.2,5.7,1,1.9,37.35,2,0,13,85,280.2,723.3,,,1995-01-01,1995-03-07,2014-10-21,12,FALSE
"100","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","SUMMERHAM BROOK",7797,1,"ST",94530,59500,"ST9453059500",394530,159500,"GB109053022220",50,2.2,7.45,1,3,42.33,63,17,13,7,257,661.7,,,1995-01-01,1995-03-10,2008-09-30,10,FALSE
"101","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","BULKINGTON DROVE WATERCOURSE",7798,1,"ST",94306,57743,"ST9430657743",394306,157743,"GB109053022140",50,1.9,5.3,1,1.4,55.55,3,0,10,87,230.3,458.3,,,1995-01-01,1995-03-10,2016-11-07,8,FALSE
"102","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","SEMINGTON BROOK",7799,1,"ST",94442,58031,"ST9444258031",394442,158031,"GB109053022170",50,1.7,12.4,2,4.7,97.23,2,0,10,88,245.5,490,,,1995-01-01,2000-03-24,2016-11-07,6,FALSE
"103","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","MILEBOURNE STREAM",7800,1,"ST",93250,58150,"ST9325058150",393250,158150,"GB109053022150",50,2.2,7.2,1,3.4,19.33,15,52,28,5,230.9,468.3,,,1995-01-01,1995-03-10,2013-10-06,9,FALSE
"104","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","TETBURY AVON",7801,1,"ST",89701,92001,"ST8970192001",389701,192001,"GB109053027800",100,6.7,2.9,1,4.6,18.67,40,50,8,2,221.8,635.3,,,1995-01-01,1995-03-21,2019-10-23,24,FALSE
"105","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","SEMINGTON BROOK",7802,1,"ST",92300,59800,"ST9230059800",392300,159800,"",40,1.4,10.6,4,4.5,82.32,0,7,43,50,248.5,516.7,,,1995-01-01,2000-05-24,2000-10-26,2,FALSE
"106","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","WORTON STREAM",7804,1,"ST",98275,57164,"ST9827557164",398275,157164,"GB109053022210",60,1.6,8.05,1,1.4,35.2,28,28,2,42,248.3,623.3,,,1995-01-01,1995-03-07,2016-11-29,14,FALSE
"107","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","SEMINGTON BROOK",7805,1,"ST",99900,54700,"ST9990054700",399900,154700,"GB109053022130",70,3.8,3.55,1,4.2,33,0,0,37,63,237,550,,,1995-01-01,1995-09-15,2005-11-17,8,FALSE
"108","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","BISS BROOK",7806,1,"ST",85700,50950,"ST8570050950",385700,150950,"GB109053021750",70,6.9,2.9,1,2,30.67,0,32,32,37,274.2,598.3,,,1995-01-01,1995-04-24,2007-09-19,8,FALSE
"109","SOUTH WEST - NORTH WESSEX","BISS","RIVER: Natural/semi-natural flowing fresh watercourse","BITHAM BROOK",7807,1,"ST",87600,53350,"ST8760053350",387600,153350,"GB109053021770",50,5,3.8,1,3.4,62.2,0,13,25,62,291.7,717.3,,,1995-01-01,2000-05-04,2015-11-25,12,FALSE
"110","SOUTH WEST - NORTH WESSEX","BISS","RIVER: Natural/semi-natural flowing fresh watercourse","BISS BROOK (DUP)",7808,1,"ST",88050,53550,"ST8805053550",388050,153550,"",50,2.3,5.7,1,2,40.67,2,37,23,38,272.9,585,,,1995-01-01,1995-04-24,2000-11-21,4,FALSE
"111","SOUTH WEST - NORTH WESSEX","BISS","RIVER: Natural/semi-natural flowing fresh watercourse","BITHAM BROOK",7809,1,"ST",86109,54134,"ST8610954134",386109,154134,"GB109053021770",50,2.6,5.7,1,2.1,33,0,28,37,35,242,628,,,2012-10-04,1995-04-24,2015-09-23,17,FALSE
"112","SOUTH WEST - NORTH WESSEX","BISS","RIVER: Natural/semi-natural flowing fresh watercourse","BISS",7810,1,"ST",86600,55100,"ST8660055100",386600,155100,"",50,2.3,8.5,2,3,25.53,7,70,15,8,260.7,625,,,1995-01-01,1995-04-24,2000-11-21,4,FALSE
"113","SOUTH WEST - NORTH WESSEX","BISS","RIVER: Natural/semi-natural flowing fresh watercourse","BISS",7811,1,"ST",84750,58350,"ST8475058350",384750,158350,"GB109053021791",40,1.7,13.6,3,5.3,72.44,0,10,17,73,230.2,573.7,,,1995-01-01,1995-04-24,2000-11-21,3,FALSE
"114","SOUTH WEST - NORTH WESSEX","BISS","RIVER: Natural/semi-natural flowing fresh watercourse","BISS",7812,1,"ST",85495,59337,"ST8549559337",385495,159337,"GB109053021791",30,1.7,15,5,5,58.33,0,25,20,55,263.2,768.3,,,1995-01-01,2000-05-30,2013-09-10,10,FALSE
"115","SOUTH WEST - NORTH WESSEX","SOMERSET FROME/MELLS","RIVER: Natural/semi-natural flowing fresh watercourse","SOMERSET FROME",7813,1,"ST",80310,56520,"ST8031056520",380310,156520,"",35,1.8,27.6,5,10,27.11,15,60,15,10,211,541.3,,,1995-01-01,1995-05-15,2000-10-23,4,FALSE
"116","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","BRISTOL AVON",7814,1,"ST",96490,83200,"ST9649083200",396490,183200,"GB109053027650",60,0.9,25.7,5,10.8,122,8,35,20,37,238,627,,,1995-01-01,1995-04-04,2008-10-16,15,FALSE
"117","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","SEMINGTON BROOK",7815,1,"ST",93550,58800,"ST9355058800",393550,158800,"GB109053022200",50,1.7,13.7,3,4.5,132.3,0,0,0,100,241.9,516.7,,,1995-01-01,2000-05-24,2010-10-20,13,FALSE
"118","SOUTH WEST - NORTH WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","RIVERS BROOK",7816,1,"SU",700,70250,"SU0070070250",400700,170250,"GB109053022050",80,6.2,3.8,1,1.9,23.33,2,42,20,37,232.1,812.3,,,1995-01-01,1995-04-05,2004-09-30,10,FALSE
"119","SOUTH WEST - NORTH WESSEX","SOMERSET FROME/MELLS","RIVER: Natural/semi-natural flowing fresh watercourse","SOMERSET FROME",7817,1,"ST",79050,59950,"ST7905059950",379050,159950,"GB109053021840",30,0.8,33.8,5,8.7,27.33,20,60,10,10,206,513.3,,,1995-01-01,1995-05-15,2013-10-10,12,FALSE
"120","SOUTH WEST - NORTH WESSEX","BRINKWORTH BK","RIVER: Natural/semi-natural flowing fresh watercourse","BRINKWORTH BROOK",7818,1,"SU",7250,81050,"SU0725081050",407250,181050,"GB109053027740",90,30.7,50.5,1,1.7,6.78,8,67,17,8,272.2,702.7,,,1995-01-01,1995-04-28,2006-11-09,8,FALSE
"121","SOUTH WEST - NORTH WESSEX","BRINKWORTH BK","RIVER: Natural/semi-natural flowing fresh watercourse","HANCOCKS WATER",7819,1,"SU",7600,81500,"SU0760081500",407600,181500,"",90,3.2,1.2,1,0.8,14.5,8,25,8,60,211.7,855,,,1995-01-01,1995-04-28,2000-11-23,4,FALSE
"122","SOUTH WEST - NORTH WESSEX","BRINKWORTH BK","RIVER: Natural/semi-natural flowing fresh watercourse","HANCOCKS WATER",7820,1,"SU",7150,81200,"SU0715081200",407150,181200,"GB109053027740",90,3.2,1.6,1,1.9,16.1,0,33,28,38,250.4,1705,,,1995-01-01,1995-04-28,2008-10-08,10,FALSE
"123","SOUTH WEST - NORTH WESSEX","BRINKWORTH BK","RIVER: Natural/semi-natural flowing fresh watercourse","BRINKWORTH BROOK",7821,1,"SU",5683,81690,"SU0568381690",405683,181690,"GB109053027740",90,30.7,7.4,1,3.8,10.3,15,73,8,3,258,1711.3,,,1995-01-01,1995-04-28,2014-10-23,16,FALSE
"124","SOUTH WEST - NORTH WESSEX","BRINKWORTH BK","RIVER: Natural/semi-natural flowing fresh watercourse","BRINKWORTH BROOK",7822,1,"SU",1274,83964,"SU0127483964",401274,183964,"GB109053027740",60,1.5,14.6,1,2.9,38,2,33,32,33,280.3,1242.3,,,1995-01-01,1995-04-04,2014-10-10,12,FALSE
"125","SOUTH WEST - NORTH WESSEX","BRINKWORTH BK","RIVER: Natural/semi-natural flowing fresh watercourse","BRINKWORTH BROOK",7823,1,"ST",97710,83826,"ST9771083826",397710,183826,"GB109053027740",60,1.1,19.3,1,3.1,20,5,83,10,2,277.9,1185,,,1995-01-01,1995-04-04,2014-10-09,12,FALSE
"126","SOUTH WEST - NORTH WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","STRINGS WATERCOURSE",7824,1,"SU",2640,77850,"SU0264077850",402640,177850,"GB109053027640",100,25,0.5,1,1.5,8.44,23,65,10,2,217.4,507,,,1995-01-01,1995-04-28,2008-10-08,11,FALSE
"127","SOUTH WEST - NORTH WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","STRINGS WATERCOURSE",7825,1,"SU",2733,77737,"SU0273377737",402733,177737,"GB109053027640",100,25,1,1,1.5,11.77,28,63,5,3,252.1,841,,,1995-01-01,1995-04-28,2015-05-18,14,FALSE
"128","SOUTH WEST - NORTH WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","COWAGE BROOK",7826,1,"SU",1890,76130,"SU0189076130",401890,176130,"",80,3.6,5.8,1,2.6,8.33,7,58,30,5,270.2,743,,,1995-01-01,1995-04-28,2000-11-15,5,FALSE
"129","SOUTH WEST - NORTH WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","RIVERS BROOK",7827,1,"SU",2800,70300,"SU0280070300",402800,170300,"GB109053022050",100,10,1.2,1,1.5,12.1,2,78,17,3,298.3,603.7,,,1995-01-01,1995-04-05,2009-10-12,10,FALSE
"130","SOUTH WEST - NORTH WESSEX","SEMINGTON BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","WORTON STREAM",7828,1,"SU",3800,57500,"SU0380057500",403800,157500,"GB109053022210",100,18.2,0.3,1,1.3,8.4,7,34,38,21,264.9,696.7,,,1995-01-01,1995-03-06,2008-09-30,10,FALSE
"131","SOUTH WEST - NORTH WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","MARDEN",7829,1,"SU",600,69750,"SU0060069750",400600,169750,"GB109053022050",80,6.4,3.8,1,3.8,23.11,10,68,18,3,242.5,499.7,,,1995-01-01,1995-04-05,2017-09-19,27,FALSE
"132","SOUTH WEST - NORTH WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","ABBERD BROOK",7831,1,"SU",77,71073,"SU0007771073",400077,171073,"GB109053027600",70,3.4,4.8,1,3.7,15.22,2,13,42,43,189.4,655.7,,,1995-01-01,1995-04-05,2016-11-10,12,FALSE
"133","SOUTH WEST - NORTH WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","MARDEN",7832,1,"ST",98200,70920,"ST9820070920",398200,170920,"",60,2.4,7.3,2,4.8,26.11,22,68,8,2,219.6,530,,,1995-01-01,1995-04-05,2000-11-15,4,FALSE
"134","SOUTH WEST - NORTH WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","COWAGE BROOK",7833,1,"ST",98750,73550,"ST9875073550",398750,173550,"GB109053027620",70,3,9.1,1,1.8,17.78,5,57,17,22,247.1,673.3,,,1995-01-01,1995-04-12,2011-09-20,13,FALSE
"135","SOUTH WEST - NORTH WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","MARDEN",7834,1,"ST",95550,72900,"ST9555072900",395550,172900,"GB109053027610",50,2.4,10.9,3,5.9,25.45,5,75,12,8,234.1,684.3,,,1995-01-01,1995-04-12,2013-11-14,11,FALSE
"136","SOUTH WEST - NORTH WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","MARDEN",7835,1,"SU",2250,68750,"SU0225068750",402250,168750,"GB109053022050",100,12.5,0.75,1,5,79.87,1,20,22,57,249.8,518.7,,,1995-01-01,2000-05-18,2009-10-12,10,FALSE
"137","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","GAUZE BROOK",7841,1,"ST",89500,82800,"ST8950082800",389500,182800,"GB109053027730",90,4.8,6.6,1,2.2,8.87,8,82,8,2,254.4,900.7,,,1995-01-01,1995-03-30,2004-09-30,6,FALSE
"138","SOUTH WEST - NORTH WESSEX","MARDEN","RIVER: Natural/semi-natural flowing fresh watercourse","HONEYBALL STREAM",7842,1,"SU",1700,70400,"SU0170070400",401700,170400,"GB109053022050",90,9.5,0.35,1,1.5,9.89,0,8,12,80,120.1,1178,,,1995-01-01,1997-08-29,2008-10-21,9,FALSE
"139","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","BRISTOL AVON",7850,1,"ST",94200,86150,"ST9420086150",394200,186150,"GB109053027650",70,1.5,21.8,3,10.7,120.1,15,47,13,25,231.7,638.3,,,1995-01-01,1995-03-27,2016-10-20,20,FALSE
"140","SOUTH WEST - NORTH WESSEX","BRISTOL FROME","RIVER: Natural/semi-natural flowing fresh watercourse","BRISTOL FROME",7857,1,"ST",69200,82420,"ST6920082420",369200,182420,"",,,,1,,,,,,,,,,,,1991-03-18,2000-03-15,6,FALSE
"141","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","CHALFIELD BROOK",7914,1,"ST",87750,63050,"ST8775063050",387750,163050,"GB109053021890",40,22.2,7.2,2,,,,,,,,,,,,1991-03-20,2002-12-03,6,FALSE
"142","SOUTH WEST - NORTH WESSEX","LUCKINGTON AVON","RIVER: Natural/semi-natural flowing fresh watercourse","TETBURY AVON",8258,1,"ST",89800,92000,"ST8980092000",389800,192000,"GB109053027800",,,,,,,,,,,,,,,,2001-08-02,2001-08-02,1,FALSE
"143","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","BYDEMILL BROOK (BRISTOL AVON)",8279,1,"ST",91690,68680,"ST9169068680",391690,168680,"GB109053021960",40,5.3,6.5,1,2.2,19,22,70,8,0,255,,,,2012-06-29,1991-03-13,2014-10-07,9,FALSE
"144","SOUTH WEST - SOUTH WESSEX","UPPER H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON",9097,1,"SU",15421,47887,"SU1542147887",415421,147887,"GB108043022351",80,1.1,28,4,12.2,57.21,4,38,53,5,242.4,,,,1995-01-01,1995-05-03,2007-10-15,12,FALSE
"145","SOUTH WEST - SOUTH WESSEX","UPPER H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON",9108,1,"SU",12923,32911,"SU1292332911",412923,132911,"GB108043022352",50,1.3,55,5,11.3,27,12,75,10,3,226.9,,,,1995-01-01,1991-05-16,2021-09-13,30,FALSE
"146","SOUTH WEST - SOUTH WESSEX","UPPER H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON",9110,1,"SU",16434,43744,"SU1643443744",416434,143744,"GB108043022351",73,1.4,34,5,11.8,22.45,3,39,49,8,238.9,,,,1995-01-01,1991-05-13,2021-10-26,41,FALSE
"147","SOUTH WEST - SOUTH WESSEX","LOWER & MIDDLE H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON",9111,1,"SU",17113,25736,"SU1711325736",417113,125736,"GB108043015840",35,1,57,7,19,81.89,0,79,18,3,221,,,,2000-01-01,1991-04-18,2008-10-23,12,FALSE
"148","SOUTH WEST - SOUTH WESSEX","UPPER H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON",9112,1,"SU",14804,49137,"SU1480449137",414804,149137,"GB108043022351",83,1.1,26,4,15.3,51.33,2,47,29,22,243.9,,,,1995-01-01,1995-04-25,2021-10-19,35,FALSE
"149","SOUTH WEST - SOUTH WESSEX","UPPER H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON (EASTERN)",9113,1,"SU",13300,56300,"SU1330056300",413300,156300,"GB108043022410",95,2,11,3,5.7,69.09,2,38,48,12,244.4,,,,1995-01-01,1995-04-25,2013-10-17,16,FALSE
"150","SOUTH WEST - SOUTH WESSEX","UPPER H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON (EASTERN)",9114,1,"SU",13872,58624,"SU1387258624",413872,158624,"GB108043022410",100,3,8,3,5,29.64,6,66,22,7,249.6,,,,1995-01-01,1995-04-12,2021-05-12,25,FALSE
"151","SOUTH WEST - SOUTH WESSEX","UPPER H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON (EASTERN)",9115,1,"SU",15316,59265,"SU1531659265",415316,159265,"GB108043022410",105,2.9,6,2,3.8,41.78,3,62,30,6,241.9,,,,1995-01-01,1995-04-25,2013-10-17,24,FALSE
"152","SOUTH WEST - SOUTH WESSEX","UPPER H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON (EASTERN)",9116,1,"SU",16187,59590,"SU1618759590",416187,159590,"GB108043022410",107,2.9,5,2,3.7,33.68,0,70,18,12,241.8,,,,1995-01-01,1991-04-02,2014-09-15,25,FALSE
"153","SOUTH WEST - SOUTH WESSEX","UPPER H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON (EASTERN)",9117,1,"SU",16516,60934,"SU1651660934",416516,160934,"GB108043022420",115,4,3.5,1,2.5,25.01,0,78,12,10,230.6,,,,1995-01-01,1991-04-02,2014-11-18,29,FALSE
"154","SOUTH WEST - SOUTH WESSEX","UPPER H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","NINE MILE RIVER",9118,1,"SU",16625,43670,"SU1662543670",416625,143670,"GB108043022360",73,2.2,6,1,3.9,20.89,1,50,14,35,214.8,,,,1995-01-01,1991-05-13,2021-03-24,47,FALSE
"155","SOUTH WEST - SOUTH WESSEX","UPPER H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON (WESTERN)",9119,1,"SU",12522,56289,"SU1252256289",412522,156289,"GB108043022370",95,1.4,15.5,3,6.6,43.31,0,40,42,18,263,,,,1995-01-01,1995-04-25,2021-10-19,35,FALSE
"156","SOUTH WEST - SOUTH WESSEX","UPPER H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON (WESTERN)",9120,1,"SU",6389,60663,"SU0638960663",406389,160663,"GB108043022430",112,3.3,5,1,2.1,25.32,2,13,18,67,245.4,,,,1995-01-01,1995-04-12,2013-04-15,19,FALSE
"157","SOUTH WEST - SOUTH WESSEX","UPPER H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","WOODBOROUGH BROOK",9121,1,"SU",12900,57600,"SU1290057600",412900,157600,"",97,2,6,1,,,,,,,,,,,,1991-04-02,2000-09-11,7,FALSE
"158","SOUTH WEST - SOUTH WESSEX","UPPER H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON",9123,1,"SU",15121,41273,"SU1512141273",415121,141273,"GB108043022352",65,0.9,39.5,5,15.3,33.89,6,83,8,3,232.1,,,,1995-01-01,1995-05-03,2019-10-02,10,FALSE
"159","SOUTH WEST - SOUTH WESSEX","LOWER & MIDDLE H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON",9124,1,"SU",15834,28723,"SU1583428723",415834,128723,"GB108043015840",43,1.1,61.5,5,11,57.22,0,72,12,17,221.4,,,,1995-01-01,1995-05-22,2008-10-23,11,FALSE
"160","SOUTH WEST - SOUTH WESSEX","LOWER & MIDDLE H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON",9137,1,"SU",16800,28500,"SU1680028500",416800,128500,"GB108043015840",42,1.1,62.5,6,14,57.89,2,85,8,5,225.2,,,,1995-01-01,1991-05-13,2005-09-09,14,FALSE
"161","SOUTH WEST - SOUTH WESSEX","LOWER & MIDDLE H AVON","RIVER: Natural/semi-natural flowing fresh watercourse","HAMPSHIRE AVON",9139,1,"SU",14599,29127,"SU1459929127",414599,129127,"GB108043015840",45,1.1,60,7,30.7,55,8,73,10,8,210.7,,,,1995-01-01,1995-05-17,2008-10-23,13,FALSE
